Macrotema,Tema,Frequência,Tabelas de Origem,Qtd Tabelas
estatisticas de saude,estatisticas de saude,2,nhanes_examination.bmx_j; nhanes_laboratory.uni_j,2
estatisticas de saude,indicadores de saude,1,nhanes_questionnaire.inq_j,1
estatisticas de saude,indice de saude cardiovascular,1,nhanes_laboratory.tchol_j,1
estatisticas de saude,medidas de saude,2,nhanes_laboratory.ucm_j; nhanes_laboratory.vid_j,2
estatisticas de saude,recursos de saude,1,nhanes_examination.ohxref_j,1
estatisticas de saude,tendencias de saude,1,nhanes_laboratory.ucot_j,1
estatisticas de saude,tendencias de saude publica,3,nhanes_laboratory.fr_j; nhanes_laboratory.pah_j; nhanes_laboratory.uphopm_j,3
exposicao a contaminantes,analise de exposicao a etoxiquina,1,nhanes_laboratory.ethox_j,1
exposicao a contaminantes,exposicao a arsenio urinario,1,nhanes_laboratory.uas_j,1
exposicao a contaminantes,exposicao a bisfenol a,1,nhanes_laboratory.fr_j,1
exposicao a contaminantes,exposicao a contaminantes,1,nhanes_laboratory.ucm_j,1
exposicao a contaminantes,exposicao a etanol,1,nhanes_laboratory.ethox_j,1
exposicao a contaminantes,exposicao a etoxietanol,1,nhanes_laboratory.ethox_j,1
exposicao a contaminantes,exposicao a fenois,1,nhanes_laboratory.fr_j,1
exposicao a contaminantes,exposicao a ftalatos,1,nhanes_laboratory.fr_j,1
exposicao a contaminantes,exposicao a metais,1,nhanes_laboratory.um_j,1
exposicao a contaminantes,exposicao a metais pesados,1,nhanes_laboratory.pbcd_j,1
exposicao a contaminantes,exposicao a pesticidas,3,nhanes_laboratory.ephpp_j; nhanes_laboratory.opd_j; nhanes_laboratory.uphopm_j,3
exposicao a contaminantes,exposicao a pesticidas organofosforados,1,nhanes_laboratory.uas_j,1
exposicao a contaminantes,exposicao a pfas,3,nhanes_laboratory.pfas_j; nhanes_laboratory.sspfas_j,2
exposicao a contaminantes,exposicao a plastificantes,1,nhanes_laboratory.phthte_j,1
exposicao a contaminantes,exposicao a poluentes,2,nhanes_laboratory.sspfas_j; nhanes_laboratory.vocwb_j,2
exposicao a contaminantes,exposicao a substancias quimicas,1,nhanes_laboratory.pfas_j,1
exposicao a contaminantes,exposicao ambiental,3,nhanes_laboratory.ssuvoc_j; nhanes_laboratory.uhg_j; nhanes_laboratory.vocwb_j,3
exposicao a contaminantes,exposicao ambiental a pah,1,nhanes_laboratory.pah_j,1
exposicao a contaminantes,fatores de exposicao ambiental,1,nhanes_questionnaire.vtq_j,1
exposicao a contaminantes,pesquisa de exposicao a poluentes,1,nhanes_laboratory.pah_j,1
padroes dieteticos,analise dietetica,1,nhanes_dietary.dsqtot_j,1
padroes dieteticos,comportamento alimentar,6,nhanes_questionnaire.auq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.dbq_j; nhanes_questionnaire.kiq_u_j,6
padroes dieteticos,dados dieteticos,5,nhanes_dietary.dr1iff_j; nhanes_dietary.dr2tot_j; nhanes_dietary.ds1ids_j; nhanes_dietary.ds1tot_j; nhanes_dietary.ds2tot_j,5
padroes dieteticos,dieta,3,nhanes_dietary.dr1tot_j; nhanes_dietary.dr2iff_j; nhanes_questionnaire.paq_j,3
padroes dieteticos,dieta e amamentacao,1,nhanes_questionnaire.dbq_j,1
padroes dieteticos,dieta recordatoria,1,nhanes_dietary.dr2iff_j,1
padroes dieteticos,entrevista dietetica,1,nhanes_admin.load_catalog,1
padroes dieteticos,padroes alimentares,1,nhanes_questionnaire.kiq_u_j,1
padroes dieteticos,padroes consumo alimentar,1,nhanes_questionnaire.inq_j,1
padroes dieteticos,padroes dieteticos,1,nhanes_questionnaire.dbq_j,1
padroes dieteticos,pesquisa de dieta alimentar,1,nhanes_dietary.ds2tot_j,1
padroes dieteticos,pesquisa dietetica,4,nhanes_dietary.dr1iff_j; nhanes_dietary.dr2tot_j; nhanes_dietary.ds1tot_j; nhanes_dietary.ds2tot_j,4
pesos amostrais,estudo de pesos amostrais,1,nhanes_laboratory.ssuvcm_j,1
pesos amostrais,peso amostral,5,nhanes_dietary.ds1ids_j; nhanes_laboratory.ucm_j; nhanes_laboratory.utas_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.vtq_j,5
pesos amostrais,peso amostral de pesquisa,1,nhanes_laboratory.ssuvcm_j,1
pesos amostrais,pesos amostrais,12,nhanes_laboratory.fr_j; nhanes_laboratory.pernt_j; nhanes_laboratory.ssagp_j; nhanes_laboratory.ssfr_j; nhanes_laboratory.ssglyp_j; nhanes_laboratory.ssneon_j; nhanes_laboratory.sspfas_j; nhanes_laboratory.ssuvoc_j; nhanes_laboratory.uio_j; nhanes_laboratory.uni_j; nhanes_laboratory.uphopm_j,11
pesos amostrais,pesos amostrais de 2 anos,2,nhanes_laboratory.folate_j; nhanes_laboratory.ssfr_j,2
pesos amostrais,pesos amostrais em pesquisas,1,nhanes_laboratory.phthte_j,1
pesos amostrais,pesos amostrais laboratoriais,1,nhanes_laboratory.ssglyp_j,1
questionario de comportamento,questionario de comportamento,1,nhanes_questionnaire.cbq_j,1
questionario de comportamento,questionario dlq,1,nhanes_questionnaire.dlq_j,1
questionario de comportamento,questionario familiar,1,nhanes_questionnaire.smqfam_j,1
questionario de comportamento,respostas de questionario,19,nhanes_questionnaire.acq_j; nhanes_questionnaire.cbq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.deq_j; nhanes_questionnaire.ecq_j; nhanes_questionnaire.fsq_j; nhanes_questionnaire.heq_j; nhanes_questionnaire.huq_j; nhanes_questionnaire.imq_j; nhanes_questionnaire.ocq_j; nhanes_questionnaire.osq_j; nhanes_questionnaire.pfq_j; nhanes_questionnaire.puqmec_j; nhanes_questionnaire.smqfam_j; nhanes_questionnaire.vtq_j; nhanes_questionnaire.whq_j,17
questionario de comportamento,respostas questionario comportamento,1,nhanes_questionnaire.cbqpfc_j,1
analise de dados laboratoriais,analise de dados laboratoriais,7,nhanes_laboratory.fr_j; nhanes_laboratory.opd_j; nhanes_laboratory.pah_j; nhanes_laboratory.ucm_j; nhanes_laboratory.ucot_j; nhanes_laboratory.uni_j; nhanes_laboratory.uphopm_j,7
analise de dados laboratoriais,analise de laboratorio,6,nhanes_laboratory.ephpp_j; nhanes_laboratory.fr_j; nhanes_laboratory.ssneon_j; nhanes_laboratory.ssuvoc_j; nhanes_laboratory.uvoc_j; nhanes_laboratory.vocwb_j,6
analise de dados laboratoriais,analise de variaveis laboratoriais,1,nhanes_laboratory.vid_j,1
analise de dados laboratoriais,analise laboratorial,8,nhanes_laboratory.folate_j; nhanes_laboratory.ghb_j; nhanes_laboratory.hdl_j; nhanes_laboratory.hscrp_j; nhanes_laboratory.sspfas_j; nhanes_laboratory.tfr_j,6
dados demograficos,dados demograficos,17,nhanes_admin.load_catalog; nhanes_examination.auxar_j; nhanes_questionnaire.acq_j; nhanes_questionnaire.cbq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.dbq_j; nhanes_questionnaire.deq_j; nhanes_questionnaire.duq_j; nhanes_questionnaire.mcq_j; nhanes_questionnaire.osq_j; nhanes_questionnaire.rhq_j; nhanes_questionnaire.smqfam_j; nhanes_questionnaire.vtq_j; nhanes_questionnaire.whq_j,16
dados demograficos,demografia,1,nhanes_demographics.demo_j,1
dados demograficos,demografia populacional,1,nhanes_demographics.demo_j,1
dados demograficos,estudos populacionais,1,nhanes_laboratory.ucpreg_j,1
dados demograficos,perfil demografico,1,nhanes_demographics.demo_j,1
dados demograficos,status socioeconomico,1,nhanes_demographics.demo_j,1
nivel de glicose,diabetes diagnostico,1,nhanes_questionnaire.diq_j,1
nivel de glicose,glicemia,5,nhanes_laboratory.ghb_j; nhanes_laboratory.glu_j; nhanes_laboratory.ihgem_j; nhanes_laboratory.ssglyp_j; nhanes_questionnaire.diq_j,5
nivel de glicose,glicemia abaixo do limite de deteccao,1,nhanes_laboratory.ssglyp_j,1
nivel de glicose,glicose serica,1,nhanes_laboratory.glu_j,1
nivel de glicose,hemoglobina glicada,2,nhanes_laboratory.ghb_j; nhanes_laboratory.ihgem_j,2
nivel de glicose,indicadores de diabetes,1,nhanes_laboratory.ihgem_j,1
nivel de glicose,indice de glicose,1,nhanes_laboratory.glu_j,1
nivel de glicose,insulina,2,nhanes_laboratory.ihgem_j; nhanes_questionnaire.diq_j,2
nivel de glicose,insulina serica,1,nhanes_laboratory.ins_j,1
nivel de glicose,niveis de glicose,1,nhanes_laboratory.vitaec_j,1
nivel de glicose,niveis de glicose no sangue,1,nhanes_laboratory.glu_j,1
nivel de glicose,niveis de hemoglobina,2,nhanes_laboratory.cot_j; nhanes_laboratory.ihgem_j,2
nivel de glicose,niveis sericos de insulina,1,nhanes_laboratory.ssfr_j,1
nivel de glicose,nivel de glicose,1,nhanes_laboratory.glu_j,1
nivel de glicose,nivel de hemoglobina glicada,1,nhanes_laboratory.ghb_j,1
hepatite b sorologia,anticorpos hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,exames de hepatite,1,nhanes_laboratory.hepa_j,1
hepatite b sorologia,exposicao a hepatite,1,nhanes_questionnaire.heq_j,1
hepatite b sorologia,genotipo hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,hepatite,1,nhanes_questionnaire.heq_j,1
hepatite b sorologia,hepatite a sorologia,1,nhanes_laboratory.hepa_j,1
hepatite b sorologia,hepatite b,3,nhanes_laboratory.hepa_j; nhanes_laboratory.hepbd_j; nhanes_laboratory.hepe_j,3
hepatite b sorologia,hepatite b e d coinfeccao,1,nhanes_laboratory.hepbd_j,1
hepatite b sorologia,hepatite b sorologia,2,nhanes_laboratory.hepb_s_j; nhanes_laboratory.hepbd_j,2
hepatite b sorologia,hepatite b sorologica,1,nhanes_laboratory.hepb_s_j,1
hepatite b sorologia,hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,hepatite d sorologia,1,nhanes_laboratory.hepbd_j,1
hepatite b sorologia,hepatite e igg,1,nhanes_laboratory.hepe_j,1
hepatite b sorologia,hepatite e igm,1,nhanes_laboratory.hepe_j,1
hepatite b sorologia,sorologia hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,sorologia hepatite e,1,nhanes_laboratory.hepe_j,1
tempo de atividade fisica,atividade fisica,7,nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.paq_j; nhanes_questionnaire.paqy_j,3
tempo de atividade fisica,duracao de caminhada,1,nhanes_questionnaire.paq_j,1
tempo de atividade fisica,frequencia de atividade fisica,2,nhanes_questionnaire.deq_j; nhanes_questionnaire.paq_j,2
tempo de atividade fisica,frequencia de exercicio,1,nhanes_questionnaire.paqy_j,1
tempo de atividade fisica,funcionamento fisico,1,nhanes_questionnaire.pfq_j,1
tempo de atividade fisica,intensidade de atividade,1,nhanes_questionnaire.paqy_j,1
tempo de atividade fisica,intensidade de atividade fisica,1,nhanes_questionnaire.deq_j,1
tempo de atividade fisica,nivel de atividade,2,nhanes_questionnaire.paqy_j; nhanes_questionnaire.slq_j,2
tempo de atividade fisica,tempo de atividade fisica,2,nhanes_questionnaire.deq_j; nhanes_questionnaire.paq_j,2
tempo de atividade fisica,tempo de exercicio,1,nhanes_questionnaire.paq_j,1
consumo de cigarros,avaliacao de tabagismo,1,nhanes_questionnaire.smqrtu_j,1
consumo de cigarros,biomarcadores tabagismo,1,nhanes_laboratory.cot_j,1
consumo de cigarros,cessacao do tabagismo,1,nhanes_questionnaire.smq_j,1
consumo de cigarros,composicao do cigarro,1,nhanes_questionnaire.smq_j,1
consumo de cigarros,consumo de cigarros,1,nhanes_questionnaire.smq_j,1
consumo de cigarros,consumo de tabaco,1,nhanes_questionnaire.duq_j,1
consumo de cigarros,marcas de cigarros,1,nhanes_questionnaire.smq_j,1
consumo de cigarros,niveis de nicotina,1,nhanes_laboratory.ucot_j,1
consumo de cigarros,numero de cigarros,1,nhanes_questionnaire.smqfam_j,1
consumo de cigarros,tabagismo,4,nhanes_questionnaire.smq_j; nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j,3
consumo de cigarros,tabagismo familiar,2,nhanes_questionnaire.smqfam_j,1
consumo de cigarros,uso de cigarros,2,nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j,2
consumo de cigarros,uso de produtos de tabaco,1,nhanes_questionnaire.puqmec_j,1
consumo de cigarros,uso de tabaco,1,nhanes_questionnaire.smq_j,1
pressao arterial,frequencia cardiaca,2,nhanes_examination.bpx_j,1
pressao arterial,hipertensao,1,nhanes_questionnaire.bpq_j,1
pressao arterial,medidas de pressao arterial,1,nhanes_examination.aux_j,1
pressao arterial,medidas repetidas de pressao arterial,1,nhanes_examination.bpxo_j,1
pressao arterial,pressao arterial,5,nhanes_examination.bpx_j; nhanes_questionnaire.bpq_j,2
pressao arterial,pressao arterial diastolica,3,nhanes_examination.bpx_j; nhanes_examination.bpxo_j,2
pressao arterial,pressao arterial sistolica,3,nhanes_examination.bpx_j; nhanes_examination.bpxo_j,2
pressao arterial,pressao arterial sistolica e diastolica,1,nhanes_examination.bpxo_j,1
pressao arterial,pressao de pulso,1,nhanes_examination.bpxo_j,1
pressao arterial,pulso,1,nhanes_examination.bpx_j,1
exames laboratoriais,dados laboratoriais de saude,7,nhanes_laboratory.biopro_j; nhanes_laboratory.fetib_j; nhanes_laboratory.hepbd_j; nhanes_laboratory.pbcd_j; nhanes_laboratory.ssfr_j; nhanes_laboratory.sspfas_j; nhanes_laboratory.um_j,7
exames laboratoriais,exame laboratorial,1,nhanes_laboratory.hdl_j,1
exames laboratoriais,exames biomedicos,1,nhanes_laboratory.uvoc_j,1
exames laboratoriais,exames laboratoriais,5,nhanes_examination.dxxag_j; nhanes_laboratory.biopro_j; nhanes_laboratory.crco_j; nhanes_laboratory.fertin_j; nhanes_laboratory.hepe_j,5
exames laboratoriais,testes laboratoriais,4,nhanes_laboratory.hepa_j; nhanes_laboratory.hepb_s_j; nhanes_laboratory.hepbd_j; nhanes_laboratory.hepc_j,4
metabolitos urinarios,analise de metabolitos urinarios,1,nhanes_laboratory.pah_j,1
metabolitos urinarios,biomarcadores urinarios,1,nhanes_laboratory.ucot_j,1
metabolitos urinarios,ftalatos urinarios,1,nhanes_laboratory.phthte_j,1
metabolitos urinarios,hidrocarbonetos policiclicos aromaticos urinarios,1,nhanes_laboratory.pah_j,1
metabolitos urinarios,iodo urinario,1,nhanes_laboratory.uio_j,1
metabolitos urinarios,mercury urinario,1,nhanes_laboratory.uhg_j,1
metabolitos urinarios,metabolitos urinarios,1,nhanes_laboratory.ssuvoc_j,1
metabolitos urinarios,metais urinarios,1,nhanes_laboratory.um_j,1
metabolitos urinarios,organofosfatos urinarios,1,nhanes_laboratory.opd_j,1
metabolitos urinarios,perfil urinario de nitrato,1,nhanes_laboratory.pernt_j,1
metabolitos urinarios,perfil urinario de perclorato,1,nhanes_laboratory.pernt_j,1
metabolitos urinarios,perfil urinario de tiocianato,1,nhanes_laboratory.pernt_j,1
metabolitos urinarios,ucm urinario,1,nhanes_laboratory.ucm_j,1
metabolitos urinarios,uso de acido urico,1,nhanes_laboratory.utas_j,1
metabolitos urinarios,volume urinario,3,nhanes_laboratory.ucflow_j,1
colesterol total serico,colesterol hdl,1,nhanes_laboratory.hdl_j,1
colesterol total serico,colesterol ldl,1,nhanes_laboratory.trigly_j,1
colesterol total serico,colesterol total,1,nhanes_laboratory.tchol_j,1
colesterol total serico,colesterol total (si),1,nhanes_laboratory.tchol_j,1
colesterol total serico,colesterol total serico,1,nhanes_laboratory.tchol_j,1
colesterol total serico,concentracao de colesterol,1,nhanes_laboratory.vitaec_j,1
colesterol total serico,hdl colesterol,1,nhanes_laboratory.hdl_j,1
colesterol total serico,indice de colesterol serico,1,nhanes_laboratory.tchol_j,1
colesterol total serico,lipidios sanguineos,1,nhanes_laboratory.trigly_j,1
colesterol total serico,niveis de hdl,1,nhanes_laboratory.hdl_j,1
colesterol total serico,niveis de lipidios,1,nhanes_laboratory.trigly_j,1
colesterol total serico,niveis de triglicerideos,1,nhanes_laboratory.trigly_j,1
colesterol total serico,nivel de colesterol total,1,nhanes_laboratory.tchol_j,1
colesterol total serico,nivel de hdl,1,nhanes_laboratory.hdl_j,1
colesterol total serico,perfil lipidico,1,nhanes_laboratory.hdl_j,1
colesterol total serico,triglicerideos sericos,1,nhanes_laboratory.trigly_j,1
colesterol total serico,variabilidade de lipidios,1,nhanes_laboratory.tchol_j,1
exame auditivo,audiometria,4,nhanes_examination.aux_j; nhanes_examination.auxar_j; nhanes_examination.auxtym_j; nhanes_examination.auxwbr_j,4
