LLM_Model,Tabela,Variante_A,Variante_B,Comparacao,Runs_Comparados,HardDice_mean,SoftDice_mean,TokensIn_A_mean,TokensIn_B_mean,Delta_TokensIn,RQ
GEMINI,nhanes_laboratory.ghb_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.3333333333333333,0.8915710846583048,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_laboratory.hepa_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.0,0.5758055210113525,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ins_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.0,0.8089898228645325,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_laboratory.phthte_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.3333333333333333,0.7583122253417969,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ssuvcm_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.0,0.19349002838134766,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_laboratory.uio_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.6666666666666666,0.6666659712791443,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vic_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.3333333333333333,0.6031527916590372,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vid_j,v02_plus_fk,v00_baseline,FK vs baseline,1,1.0,0.9999992450078329,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.alq_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.8,0.7999994039535523,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.dpq_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.0,0.5595942497253418,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.hsq_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.3333333333333333,0.8317659894625345,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.puqmec_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.0,0.5563950061798095,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.smqshs_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.0,0.760499095916748,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.whq_j,v02_plus_fk,v00_baseline,FK vs baseline,1,0.0,0.26894640922546387,27869.0,27569.0,300.0,P1_isolated_effects
GEMINI,nhanes_demographics.demo_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.4588790535926819,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds1tot_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.3333333333333333,0.5811596711476644,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds2ids_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.6683563391367594,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds2tot_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.7339545488357544,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_dietary.dsqids_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,1.0,0.9999992450078329,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_dietary.dsqtot_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.7259968519210815,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_examination.bmx_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.3333333333333333,0.8173084457715353,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_examination.bpx_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.6666666666666666,0.9138771295547485,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_examination.bpxo_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.5814461906750997,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_laboratory.cbc_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.6666666666666666,0.8799300591150919,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_laboratory.fastqx_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.3333333333333333,0.5156917572021484,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ghb_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.7593067089716593,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_laboratory.hepa_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.6856591701507568,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ins_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.8089898228645325,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_laboratory.phthte_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.6398389339447021,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ssuvcm_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.2268815835316976,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_laboratory.uio_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.47858621676762897,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vic_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.7477214535077413,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vid_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.6666666666666666,0.8453768491744995,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.alq_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.49593188762664797,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.dpq_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,1.0,0.9999993840853373,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.hsq_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.3333333333333333,0.9202540119489034,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.puqmec_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.4,0.39999985694885254,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.smqshs_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.6666666666666666,0.6666662295659384,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.whq_j,v03_plus_nullable,v00_baseline,nullable vs baseline,1,0.0,0.26894640922546387,30409.0,27569.0,2840.0,P1_isolated_effects
GEMINI,nhanes_demographics.demo_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.0,0.5013560652732849,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds1tot_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.0,0.6892403165499369,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds2ids_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.7127776543299357,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds2tot_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.0,0.7000022133191427,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_dietary.dsqids_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.8398282130559286,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_dietary.dsqtot_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.0,0.6959598660469055,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_examination.bmx_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.8173084457715353,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_examination.bpx_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.7449453671773275,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_examination.bpxo_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.8791043559710184,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_laboratory.cbc_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.0,0.7726714611053467,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_laboratory.fastqx_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.0,0.6384329597155253,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ghb_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.0,0.4450828631718953,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_laboratory.hepa_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.0,0.3348566770553589,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ins_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.7522693872451782,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_laboratory.phthte_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.8328956564267477,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ssuvcm_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.5058601101239523,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_laboratory.uio_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.0,0.7539799213409424,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vic_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.0,0.6604681213696798,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vid_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.7686604460080465,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.alq_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.6666666666666666,0.6666661699612936,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.dpq_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.6666666666666666,0.6666661699612936,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.hsq_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.7761340737342834,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.puqmec_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.4,0.6280192613601685,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.smqshs_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.6331674853960673,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.whq_j,v04_plus_numeric_stats,v00_baseline,numeric_stats vs baseline,1,0.3333333333333333,0.8416958252588908,68671.0,27569.0,41102.0,P1_isolated_effects
GEMINI,nhanes_demographics.demo_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.5151573220888773,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds1tot_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.7075876196225485,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds2ids_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.7022130290667216,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds2tot_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.7198383410771688,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_dietary.dsqids_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.5330861806869507,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_dietary.dsqtot_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.3333333333333333,0.5098302563031515,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_examination.bmx_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,1.0,0.9999992847442627,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_examination.bpx_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.3333333333333333,0.8832172354062399,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_examination.bpxo_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.3333333333333333,0.8791043559710184,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_laboratory.cbc_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,1.0,0.9999993443489075,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_laboratory.fastqx_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.7882285515467325,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ghb_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.7811126708984375,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_laboratory.hepa_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.5758055210113525,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ins_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.3333333333333333,0.7277352809906006,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_laboratory.phthte_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.9848594466845194,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ssuvcm_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.24584515889485678,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_laboratory.uio_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.7457500298817953,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vic_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.6666662494341532,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vid_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.9575480818748474,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.alq_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.8775281310081482,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.dpq_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.6666661699612936,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.hsq_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.9396383166313171,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.puqmec_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.0,0.27313050627708435,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.smqshs_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.6666666666666666,0.6666662295659384,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.whq_j,v05_plus_sample_values,v00_baseline,sample_values vs baseline,1,0.3333333333333333,0.8948924740155538,71615.0,27569.0,44046.0,P1_isolated_effects
GEMINI,nhanes_demographics.demo_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.0,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds1tot_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.0,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds2ids_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.6139307419459025,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds2tot_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.6886805693308512,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_dietary.dsqids_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.6307995716730753,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_dietary.dsqtot_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.6545800367991129,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_examination.bmx_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.8173084457715353,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_examination.bpx_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.7468914786974589,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_examination.bpxo_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.7922478318214417,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_laboratory.cbc_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.9619451562563578,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_laboratory.fastqx_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.7780505220095316,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ghb_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.5924776792526245,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_laboratory.hepa_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.5,0.8344687223434448,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ins_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.8539171814918518,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_laboratory.phthte_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.6070951620737711,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ssuvcm_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.24584515889485678,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_laboratory.uio_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.6102124253908793,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vic_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.7579820156097412,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vid_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.8656028906504313,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.alq_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.6666661699612936,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.dpq_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.7194077372550964,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.hsq_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.3333333333333333,0.7761340737342834,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.puqmec_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.2237231731414795,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.smqshs_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.6666666666666666,0.6666662295659384,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.whq_j,v06_plus_frequent_values,v00_baseline,frequent_values vs baseline,1,0.0,0.561559279759725,68780.0,27569.0,41211.0,P1_isolated_effects
GEMINI,nhanes_demographics.demo_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.5887335538864136,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds1tot_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.6772400538126627,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds2ids_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.7434367736180624,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_dietary.ds2tot_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.7341578205426534,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_dietary.dsqids_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.8414039611816406,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_dietary.dsqtot_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.704636812210083,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_examination.bmx_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.9611088434855143,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_examination.bpx_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.8471816182136536,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_examination.bpxo_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.9147792259852091,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_laboratory.cbc_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,1.0,0.9999993443489075,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_laboratory.fastqx_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.801073948542277,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ghb_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.5402597427368164,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_laboratory.hepa_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.40050002932548523,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ins_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.8725032806396484,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_laboratory.phthte_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.7170007030169169,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_laboratory.ssuvcm_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.4217968185742696,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_laboratory.uio_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.3333333333333333,0.6157013376553854,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vic_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.8401369055112203,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_laboratory.vid_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.9136364261309305,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.alq_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.9175135095914205,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.dpq_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.9438926974932352,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.hsq_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.836495021979014,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.puqmec_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.0,0.2237231731414795,47830.0,27569.0,20261.0,P1_isolated_effects
GEMINI,nhanes_questionnaire.smqshs_j,v07_plus_sample_rows,v00_baseline,sample_rows vs baseline,1,0.6666666666666666,0.6666662295659384,47830.0,27569.0,20261.0,P1_isolated_effects
