Macrotema,Tema,Frequência,Tabelas de Origem,Qtd Tabelas
pesquisa laboratorial,pesquisa laboratorial,6,nhanes_laboratory.glu_j; nhanes_laboratory.uas_j; nhanes_laboratory.ucot_j; nhanes_laboratory.uhg_j; nhanes_laboratory.um_j; nhanes_laboratory.utas_j,6
pesquisa laboratorial,pesquisa laboratorial de saude,1,nhanes_laboratory.pfas_j,1
pesquisa laboratorial,resultados de exames laboratoriais,3,nhanes_laboratory.crco_j; nhanes_laboratory.fr_j; nhanes_laboratory.ins_j,3
pesquisa laboratorial,resultados laboratoriais,6,nhanes_laboratory.hepa_j; nhanes_laboratory.hepc_j; nhanes_laboratory.hepe_j; nhanes_laboratory.hiv_j; nhanes_laboratory.uni_j,5
pesquisa laboratorial,resultados laboratoriais por participante,1,nhanes_laboratory.ihgem_j,1
pesquisa laboratorial,testes laboratoriais,4,nhanes_laboratory.hepa_j; nhanes_laboratory.hepb_s_j; nhanes_laboratory.hepbd_j; nhanes_laboratory.hepc_j,4
questionario de saude,questionario de atividade fisica,2,nhanes_questionnaire.paq_j; nhanes_questionnaire.paqy_j,2
questionario de saude,questionario de condicoes medicas,1,nhanes_questionnaire.mcq_j,1
questionario de saude,questionario de funcionamento fisico,1,nhanes_questionnaire.pfq_j,1
questionario de saude,questionario de imunizacao,1,nhanes_questionnaire.imq_j,1
questionario de saude,questionario de saude,34,nhanes_questionnaire.acq_j; nhanes_questionnaire.bpq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.dbq_j; nhanes_questionnaire.diq_j; nhanes_questionnaire.dpq_j; nhanes_questionnaire.duq_j; nhanes_questionnaire.heq_j; nhanes_questionnaire.hiq_j; nhanes_questionnaire.hoq_j; nhanes_questionnaire.hsq_j; nhanes_questionnaire.imq_j; nhanes_questionnaire.inq_j; nhanes_questionnaire.mcq_j; nhanes_questionnaire.ocq_j; nhanes_questionnaire.ohq_j; nhanes_questionnaire.paqy_j; nhanes_questionnaire.pfq_j; nhanes_questionnaire.puqmec_j; nhanes_questionnaire.rhq_j; nhanes_questionnaire.rxqasa_j; nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j; nhanes_questionnaire.vtq_j; nhanes_questionnaire.whq_j,27
questionario de saude,questionario de saude auditiva,1,nhanes_questionnaire.auq_j,1
questionario de saude,questionario de saude bucal,1,nhanes_questionnaire.ohq_j,1
questionario de saude,questionario de saude do paciente,1,nhanes_laboratory.fastqx_j,1
questionario de saude,questionario de saude mental,1,nhanes_questionnaire.dpq_j,1
questionario de saude,questionario de saude reprodutiva,1,nhanes_questionnaire.rhq_j,1
questionario de saude,questionario de seguro saude,1,nhanes_questionnaire.hiq_j,1
questionario de saude,questionario sobre moradia,1,nhanes_questionnaire.hoq_j,1
saude geral,acesso a cuidados de saude,1,nhanes_questionnaire.huq_j,1
saude geral,analise de saude publica,1,nhanes_laboratory.pfas_j,1
saude geral,cobertura de saude,1,nhanes_questionnaire.hiq_j,1
saude geral,cobertura de seguro saude,1,nhanes_questionnaire.hiq_j,1
saude geral,dados de saude,8,nhanes_dietary.ds2ids_j; nhanes_dietary.dsqids_j; nhanes_laboratory.ephpp_j; nhanes_laboratory.ghb_j; nhanes_laboratory.tfr_j; nhanes_laboratory.vic_j; nhanes_questionnaire.fsq_j; nhanes_questionnaire.smqrtu_j,8
saude geral,dados de saude populacional,2,nhanes_examination.dxx_j; nhanes_laboratory.vocwb_j,2
saude geral,dieta e saude,1,nhanes_dietary.dr1tot_j,1
saude geral,estatisticas de saude,2,nhanes_examination.bmx_j; nhanes_laboratory.uni_j,2
saude geral,historico de saude,1,nhanes_questionnaire.hsq_j,1
saude geral,medidas de saude,2,nhanes_laboratory.ucm_j; nhanes_laboratory.vid_j,2
saude geral,questoes de saude,1,nhanes_questionnaire.diq_j,1
saude geral,recursos de saude,1,nhanes_examination.ohxref_j,1
saude geral,saude,2,nhanes_questionnaire.paq_j; nhanes_questionnaire.whq_j,2
saude geral,saude cardiovascular,1,nhanes_laboratory.trigly_j,1
saude geral,saude feminina,1,nhanes_examination.dxxfem_j,1
saude geral,saude geral,1,nhanes_questionnaire.huq_j,1
saude geral,saude hepatica,1,nhanes_questionnaire.heq_j,1
saude geral,saude intestinal,1,nhanes_questionnaire.hiq_j,1
saude geral,saude ocupacional,1,nhanes_questionnaire.osq_j,1
saude geral,saude publica,2,nhanes_laboratory.hepb_s_j; nhanes_questionnaire.smq_j,2
saude geral,saude reprodutiva,2,nhanes_laboratory.sstst_j; nhanes_questionnaire.kiq_u_j,2
saude geral,saude reprodutiva feminina,1,nhanes_questionnaire.rhq_j,1
saude geral,tendencias de saude,1,nhanes_laboratory.ucot_j,1
saude geral,tendencias de saude publica,3,nhanes_laboratory.fr_j; nhanes_laboratory.pah_j; nhanes_laboratory.uphopm_j,3
saude geral,uso de servicos de saude,3,nhanes_questionnaire.acq_j; nhanes_questionnaire.hsq_j; nhanes_questionnaire.kiq_u_j,3
saude geral,utilizacao de servicos de saude,2,nhanes_questionnaire.huq_j,1
respostas de questionario de saude,respostas de questionario,23,nhanes_questionnaire.acq_j; nhanes_questionnaire.cbq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.deq_j; nhanes_questionnaire.ecq_j; nhanes_questionnaire.fsq_j; nhanes_questionnaire.heq_j; nhanes_questionnaire.huq_j; nhanes_questionnaire.imq_j; nhanes_questionnaire.ocq_j; nhanes_questionnaire.osq_j; nhanes_questionnaire.pfq_j; nhanes_questionnaire.puqmec_j; nhanes_questionnaire.smqfam_j; nhanes_questionnaire.vtq_j; nhanes_questionnaire.whq_j,17
respostas de questionario de saude,respostas de questionario de saude,7,nhanes_laboratory.fastqx_j; nhanes_questionnaire.hoq_j; nhanes_questionnaire.hsq_j; nhanes_questionnaire.rhq_j; nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j; nhanes_questionnaire.whqmec_j,7
respostas de questionario de saude,respostas de questionario de saude mental,1,nhanes_questionnaire.dlq_j,1
respostas de questionario de saude,respostas de questionario de saude oral,1,nhanes_questionnaire.ohq_j,1
respostas de questionario de saude,respostas de questionario medico,1,nhanes_questionnaire.rxqasa_j,1
respostas de questionario de saude,respostas do questionario de renda,1,nhanes_questionnaire.inq_j,1
respostas de questionario de saude,respostas questionario auditivo,1,nhanes_questionnaire.auq_j,1
respostas de questionario de saude,respostas questionario comportamento,1,nhanes_questionnaire.cbqpfc_j,1
respostas de questionario de saude,respostas questionario saude,3,nhanes_questionnaire.bpq_j; nhanes_questionnaire.inq_j; nhanes_questionnaire.kiq_u_j,3
respostas de questionario de saude,respostas questionario saude mental,1,nhanes_questionnaire.mcq_j,1
pesos amostrais,amostragem populacional,1,nhanes_laboratory.utas_j,1
pesos amostrais,estrutura de tabelas de dados,1,nhanes_admin.load_catalog,1
pesos amostrais,estudo de pesos amostrais,1,nhanes_laboratory.ssuvcm_j,1
pesos amostrais,fatores de ponderacao amostral,1,nhanes_laboratory.ins_j,1
pesos amostrais,metadados de arquivos de dados,1,nhanes_admin.load_catalog,1
pesos amostrais,peso amostral,5,nhanes_dietary.ds1ids_j; nhanes_laboratory.ucm_j; nhanes_laboratory.utas_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.vtq_j,5
pesos amostrais,peso amostral de pesquisa,1,nhanes_laboratory.ssuvcm_j,1
pesos amostrais,pesos amostrais,12,nhanes_laboratory.fr_j; nhanes_laboratory.pernt_j; nhanes_laboratory.ssagp_j; nhanes_laboratory.ssfr_j; nhanes_laboratory.ssglyp_j; nhanes_laboratory.ssneon_j; nhanes_laboratory.sspfas_j; nhanes_laboratory.ssuvoc_j; nhanes_laboratory.uio_j; nhanes_laboratory.uni_j; nhanes_laboratory.uphopm_j,11
pesos amostrais,pesos amostrais de 2 anos,2,nhanes_laboratory.folate_j; nhanes_laboratory.ssfr_j,2
pesos amostrais,pesos amostrais em pesquisas,1,nhanes_laboratory.phthte_j,1
pesos amostrais,pesos amostrais laboratoriais,1,nhanes_laboratory.ssglyp_j,1
pesos amostrais,pesos amostrais nhanes,1,nhanes_laboratory.ssagp_j,1
pesos amostrais,pesos de subamostra de laboratorio,1,nhanes_laboratory.ssuvcm_j,1
analise de urina,analise de urina,9,nhanes_laboratory.fr_j; nhanes_laboratory.uas_j; nhanes_laboratory.uhg_j; nhanes_laboratory.uio_j; nhanes_laboratory.um_j; nhanes_laboratory.uni_j; nhanes_laboratory.uphopm_j; nhanes_laboratory.utas_j,8
analise de urina,analise de urofluxometria,1,nhanes_laboratory.ucflow_j,1
analise de urina,analise laboratorial de urina,3,nhanes_laboratory.phthte_j; nhanes_laboratory.um_j; nhanes_laboratory.uni_j,3
analise de urina,concentracao de urina,1,nhanes_laboratory.ucm_j,1
analise de urina,exames de urina,4,nhanes_laboratory.uas_j; nhanes_laboratory.uhg_j; nhanes_laboratory.uio_j; nhanes_laboratory.um_j,4
analise de urina,fluxo urinario,3,nhanes_laboratory.ucflow_j,1
analise de urina,taxa de fluxo urinario,1,nhanes_laboratory.ucflow_j,1
analise de urina,tempo de coleta de urina,1,nhanes_laboratory.ucflow_j,1
analise de urina,tempo de coleta urinaria,1,nhanes_laboratory.ucflow_j,1
analise de urina,teste de gravidez em urina,1,nhanes_laboratory.ucpreg_j,1
analise de urina,urina gravidez teste,1,nhanes_laboratory.ucpreg_j,1
analise de urina,volume de urina,1,nhanes_laboratory.ucflow_j,1
tempo de atividade diaria,carga horaria de trabalho,1,nhanes_questionnaire.ocq_j,1
tempo de atividade diaria,duracao de atividades fisicas,1,nhanes_questionnaire.paq_j,1
tempo de atividade diaria,duracao de caminhada,1,nhanes_questionnaire.paq_j,1
tempo de atividade diaria,duracao de prescricao,1,nhanes_questionnaire.rxqasa_j,1
tempo de atividade diaria,duracao do emprego,1,nhanes_questionnaire.ocq_j,1
tempo de atividade diaria,duracao do jejum,1,nhanes_laboratory.fastqx_j,1
tempo de atividade diaria,duracao do sono,3,nhanes_questionnaire.slq_j,1
tempo de atividade diaria,duracao do tratamento,2,nhanes_questionnaire.rxq_rx_j,1
tempo de atividade diaria,horarios de sono,3,nhanes_questionnaire.slq_j,1
tempo de atividade diaria,padroes de sono,2,nhanes_questionnaire.slq_j,1
tempo de atividade diaria,polifarmacia e duracao do tratamento,1,nhanes_questionnaire.rxq_rx_j,1
tempo de atividade diaria,qualidade do sono,1,nhanes_questionnaire.slq_j,1
tempo de atividade diaria,tempo de atividade diaria,1,nhanes_questionnaire.deq_j,1
tempo de atividade diaria,tempo de atividade fisica,2,nhanes_questionnaire.deq_j; nhanes_questionnaire.paq_j,2
tempo de atividade diaria,tempo de coleta,1,nhanes_laboratory.ucflow_j,1
tempo de atividade diaria,tempo de exercicio,1,nhanes_questionnaire.paq_j,1
tempo de atividade diaria,tempo de jejum,1,nhanes_laboratory.fastqx_j,1
tempo de atividade diaria,tempo de trabalho,1,nhanes_questionnaire.ocq_j,1
tempo de atividade diaria,tempo de uso de medicamentos,1,nhanes_questionnaire.rxq_rx_j,1
tempo de atividade diaria,trabalho noturno,1,nhanes_questionnaire.ocq_j,1
avaliacao sintomas depressivos,avaliacao de depressao,2,nhanes_laboratory.fastqx_j; nhanes_questionnaire.dlq_j,2
avaliacao sintomas depressivos,avaliacao de sintomas,7,nhanes_questionnaire.dlq_j; nhanes_questionnaire.dpq_j; nhanes_questionnaire.imq_j; nhanes_questionnaire.ocq_j; nhanes_questionnaire.ohq_j; nhanes_questionnaire.puqmec_j; nhanes_questionnaire.smqshs_j,7
avaliacao sintomas depressivos,avaliacao de sintomas depressivos,1,nhanes_questionnaire.hsq_j,1
avaliacao sintomas depressivos,avaliacao de sintomas psicologicos,1,nhanes_questionnaire.rhq_j,1
avaliacao sintomas depressivos,avaliacao de sintomas respiratorios,1,nhanes_questionnaire.smqshs_j,1
avaliacao sintomas depressivos,avaliacao psicologica,2,nhanes_questionnaire.dpq_j; nhanes_questionnaire.ecq_j,2
avaliacao sintomas depressivos,avaliacao sintomas depressivos,1,nhanes_questionnaire.mcq_j,1
avaliacao sintomas depressivos,depressao,2,nhanes_questionnaire.dlq_j; nhanes_questionnaire.dpq_j,2
avaliacao sintomas depressivos,escore de depressao,1,nhanes_questionnaire.deq_j,1
avaliacao sintomas depressivos,escore de sintomas depressivos,1,nhanes_questionnaire.dpq_j,1
avaliacao sintomas depressivos,pontuacao de sintomas depressivos,1,nhanes_laboratory.fastqx_j,1
avaliacao sintomas depressivos,prevalencia de sintomas,1,nhanes_questionnaire.imq_j,1
avaliacao sintomas depressivos,respostas de depressao,1,nhanes_questionnaire.dpq_j,1
avaliacao sintomas depressivos,sintomas de depressao,1,nhanes_questionnaire.dpq_j,1
avaliacao sintomas depressivos,sintomas depressivos,3,nhanes_laboratory.fastqx_j; nhanes_questionnaire.deq_j; nhanes_questionnaire.dpq_j,3
ingestao de nutrientes por suplemento,ingestao de nutrientes,15,nhanes_dietary.dr1iff_j; nhanes_dietary.dr1tot_j; nhanes_dietary.dr2iff_j; nhanes_dietary.dr2tot_j; nhanes_dietary.ds1ids_j; nhanes_dietary.ds1tot_j; nhanes_dietary.ds2ids_j; nhanes_dietary.ds2tot_j,8
ingestao de nutrientes por suplemento,ingestao de nutrientes de suplementos,1,nhanes_dietary.dsqids_j,1
ingestao de nutrientes por suplemento,ingestao de nutrientes diarios,1,nhanes_dietary.dr2tot_j,1
ingestao de nutrientes por suplemento,ingestao de nutrientes por alimento,1,nhanes_dietary.dr1iff_j,1
ingestao de nutrientes por suplemento,ingestao de nutrientes por suplemento,1,nhanes_dietary.ds2ids_j,1
ingestao de nutrientes por suplemento,ingestao de nutrientes por suplementos,1,nhanes_dietary.dsqtot_j,1
ingestao de nutrientes por suplemento,ingestao de suplementos dieteticos,3,nhanes_dietary.ds1ids_j; nhanes_dietary.ds1tot_j; nhanes_dietary.ds2tot_j,3
ingestao de nutrientes por suplemento,ingestao nutricional,1,nhanes_dietary.ds2ids_j,1
ingestao de nutrientes por suplemento,ingestao nutricional diaria,1,nhanes_dietary.ds1ids_j,1
ingestao de nutrientes por suplemento,ingestao total de nutrientes,1,nhanes_dietary.dr1tot_j,1
condicao dentaria,avaliacao da saude bucal,1,nhanes_examination.ohxden_j,1
condicao dentaria,avaliacao de condicoes dentarias,1,nhanes_questionnaire.ohq_j,1
condicao dentaria,carie dentaria,1,nhanes_examination.ohxden_j,1
condicao dentaria,caries e restauracoes dentarias,1,nhanes_examination.ohxden_j,1
condicao dentaria,condicao de dentes,1,nhanes_examination.ohxref_j,1
condicao dentaria,condicao dental,1,nhanes_examination.ohxden_j,1
condicao dentaria,condicao dentaria,1,nhanes_examination.ohxref_j,1
condicao dentaria,condicao dentaria por dente,1,nhanes_examination.ohxden_j,1
condicao dentaria,exame dentario,3,nhanes_examination.ohxden_j; nhanes_examination.ohxref_j,2
condicao dentaria,exame odontologico,1,nhanes_examination.ohxref_j,1
condicao dentaria,frequencia de habitos bucais,1,nhanes_questionnaire.ohq_j,1
condicao dentaria,motivos de encaminhamento odontologico,1,nhanes_examination.ohxref_j,1
condicao dentaria,percepcao da saude bucal,1,nhanes_questionnaire.ohq_j,1
condicao dentaria,perda dentaria,1,nhanes_questionnaire.ohq_j,1
condicao dentaria,prevalencia de problemas bucais,1,nhanes_questionnaire.ohq_j,1
condicao dentaria,recomendacoes de saude bucal,1,nhanes_examination.ohxref_j,1
condicao dentaria,saude bucal,3,nhanes_examination.ohxden_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.ohq_j,3
condicao dentaria,saude dentaria,1,nhanes_examination.ohxden_j,1
condicao dentaria,status de saude bucal,1,nhanes_examination.ohxref_j,1
condicao dentaria,status do exame odontologico,1,nhanes_examination.ohxref_j,1
condicao dentaria,uso de protese dentaria,1,nhanes_questionnaire.ohq_j,1
hepatite b sorologia,anticorpos hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,anticorpos igg para hepatite e,1,nhanes_laboratory.hepe_j,1
hepatite b sorologia,anticorpos igm para hepatite e,1,nhanes_laboratory.hepe_j,1
hepatite b sorologia,antigeno de superficie da hepatite b,1,nhanes_laboratory.hepb_s_j,1
hepatite b sorologia,co-infeccao de hepatite b e d,1,nhanes_laboratory.hepbd_j,1
hepatite b sorologia,exposicao a hepatite,1,nhanes_questionnaire.heq_j,1
hepatite b sorologia,genotipagem de hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,genotipo hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,hepatite,1,nhanes_questionnaire.heq_j,1
hepatite b sorologia,hepatite a sorologia,1,nhanes_laboratory.hepa_j,1
hepatite b sorologia,hepatite b,3,nhanes_laboratory.hepa_j; nhanes_laboratory.hepbd_j; nhanes_laboratory.hepe_j,3
hepatite b sorologia,hepatite b e d coinfeccao,1,nhanes_laboratory.hepbd_j,1
hepatite b sorologia,hepatite b sorologia,2,nhanes_laboratory.hepb_s_j; nhanes_laboratory.hepbd_j,2
hepatite b sorologia,hepatite b sorologica,1,nhanes_laboratory.hepb_s_j,1
hepatite b sorologia,hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,hepatite d sorologia,1,nhanes_laboratory.hepbd_j,1
hepatite b sorologia,hepatite e igg,1,nhanes_laboratory.hepe_j,1
hepatite b sorologia,hepatite e igm,1,nhanes_laboratory.hepe_j,1
hepatite b sorologia,sorologia hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,sorologia hepatite e,1,nhanes_laboratory.hepe_j,1
hepatite b sorologia,sorologia para hepatite a,1,nhanes_laboratory.hepa_j,1
pressao arterial,frequencia de pulso,1,nhanes_examination.bpxo_j,1
pressao arterial,hipertensao,1,nhanes_questionnaire.bpq_j,1
pressao arterial,historico de hipertensao,1,nhanes_questionnaire.bpq_j,1
pressao arterial,leituras multiplas de pressao,1,nhanes_examination.bpx_j,1
pressao arterial,medicao de pressao arterial,2,nhanes_examination.bpx_j; nhanes_examination.bpxo_j,2
pressao arterial,medicoes em serie temporal,1,nhanes_examination.auxar_j,1
pressao arterial,medidas de pressao arterial,1,nhanes_examination.aux_j,1
pressao arterial,medidas repetidas de pressao arterial,1,nhanes_examination.bpxo_j,1
pressao arterial,pressao arterial,5,nhanes_examination.bpx_j; nhanes_questionnaire.bpq_j,2
pressao arterial,pressao arterial diastolica,3,nhanes_examination.bpx_j; nhanes_examination.bpxo_j,2
pressao arterial,pressao arterial sistolica,3,nhanes_examination.bpx_j; nhanes_examination.bpxo_j,2
pressao arterial,pressao arterial sistolica e diastolica,1,nhanes_examination.bpxo_j,1
pressao arterial,pressao de pulso,1,nhanes_examination.bpxo_j,1
pressao arterial,pressao do ouvido medio,1,nhanes_examination.auxtym_j,1
pressao arterial,pulso,1,nhanes_examination.bpx_j,1
habitos de tabagismo,cessacao do tabagismo,1,nhanes_questionnaire.smq_j,1
habitos de tabagismo,consumo de cigarros,1,nhanes_questionnaire.smq_j,1
habitos de tabagismo,consumo de tabaco,1,nhanes_questionnaire.duq_j,1
habitos de tabagismo,frequencia de fumo,2,nhanes_questionnaire.smqfam_j; nhanes_questionnaire.smqrtu_j,2
habitos de tabagismo,frequencia de uso de tabaco,1,nhanes_questionnaire.puqmec_j,1
habitos de tabagismo,habitos de fumar,1,nhanes_questionnaire.smqrtu_j,1
habitos de tabagismo,habitos de tabagismo,1,nhanes_questionnaire.smq_j,1
habitos de tabagismo,marcas de cigarros,2,nhanes_questionnaire.smq_j,1
habitos de tabagismo,numero de cigarros,1,nhanes_questionnaire.smqfam_j,1
habitos de tabagismo,tabagismo,4,nhanes_questionnaire.smq_j; nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j,3
habitos de tabagismo,tabagismo familiar,2,nhanes_questionnaire.smqfam_j,1
habitos de tabagismo,tabagismo no domicilio,1,nhanes_questionnaire.smqfam_j,1
habitos de tabagismo,uso de cigarros,2,nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j,2
habitos de tabagismo,uso de produtos de tabaco,1,nhanes_questionnaire.puqmec_j,1
habitos de tabagismo,uso de tabaco,2,nhanes_questionnaire.smq_j; nhanes_questionnaire.smqrtu_j,2
densidade ossea,analise da densitometria ossea,1,nhanes_examination.dxxfem_j,1
densidade ossea,analise de varredura dxa,1,nhanes_examination.dxxspn_j,1
densidade ossea,composicao corporal por dxa,2,nhanes_examination.dxx_j; nhanes_examination.dxxfem_j,2
densidade ossea,composicao mineral do femur,1,nhanes_examination.dxxfem_j,1
densidade ossea,conteudo mineral osseo,1,nhanes_examination.dxxspn_j,1
densidade ossea,conteudo mineral osseo lombar,1,nhanes_examination.dxxspn_j,1
densidade ossea,densidade mineral ossea,5,nhanes_examination.dxx_j; nhanes_examination.dxxfem_j; nhanes_examination.dxxspn_j,3
densidade ossea,densidade mineral ossea da coluna,1,nhanes_examination.dxxspn_j,1
densidade ossea,densidade ossea,1,nhanes_examination.dxxspn_j,1
densidade ossea,densitometria ossea,1,nhanes_examination.dxx_j,1
densidade ossea,exame dxa,1,nhanes_examination.dxx_j,1
densidade ossea,exames de densidade ossea,1,nhanes_examination.dxx_j,1
densidade ossea,fatores de risco de osteoporose,1,nhanes_questionnaire.osq_j,1
densidade ossea,historico de fraturas osseas,1,nhanes_questionnaire.osq_j,1
densidade ossea,medidas da area ossea,1,nhanes_examination.dxxfem_j,1
densidade ossea,medidas de absorciometria,1,nhanes_examination.auxwbr_j,1
densidade ossea,saude ossea,1,nhanes_examination.dxxfem_j,1
perfil demografico,dados demograficos,17,nhanes_admin.load_catalog; nhanes_examination.auxar_j; nhanes_questionnaire.acq_j; nhanes_questionnaire.cbq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.dbq_j; nhanes_questionnaire.deq_j; nhanes_questionnaire.duq_j; nhanes_questionnaire.mcq_j; nhanes_questionnaire.osq_j; nhanes_questionnaire.rhq_j; nhanes_questionnaire.smqfam_j; nhanes_questionnaire.vtq_j; nhanes_questionnaire.whq_j,16
perfil demografico,demografia,1,nhanes_demographics.demo_j,1
perfil demografico,demografia populacional,1,nhanes_demographics.demo_j,1
perfil demografico,perfil demografico,1,nhanes_demographics.demo_j,1
perfil demografico,perfil sociodemografico,1,nhanes_demographics.demo_j,1
perfil demografico,status socioeconomico,1,nhanes_demographics.demo_j,1
exposicao a fenois,exposicao a bisfenol a,1,nhanes_laboratory.fr_j,1
exposicao a fenois,exposicao a compostos etoxi,1,nhanes_laboratory.ethox_j,1
exposicao a fenois,exposicao a compostos organicos volateis,2,nhanes_laboratory.uvoc_j; nhanes_questionnaire.vtq_j,2
exposicao a fenois,exposicao a compostos volateis,1,nhanes_laboratory.uvoc_j,1
exposicao a fenois,exposicao a etanol,1,nhanes_laboratory.ethox_j,1
exposicao a fenois,exposicao a etoxietanol,1,nhanes_laboratory.ethox_j,1
exposicao a fenois,exposicao a fenois,1,nhanes_laboratory.fr_j,1
exposicao a fenois,exposicao a fenois ambientais,1,nhanes_laboratory.ephpp_j,1
