Macrotema,Tema,Frequência,Tabelas de Origem,Qtd Tabelas
respostas de questionario de saude,respostas de questionario medico,1,nhanes_questionnaire.rxqasa_j,1
respostas de questionario de saude,respostas questionario saude,3,nhanes_questionnaire.bpq_j; nhanes_questionnaire.inq_j; nhanes_questionnaire.kiq_u_j,3
respostas de questionario de saude,respostas questionario saude mental,1,nhanes_questionnaire.mcq_j,1
saude geral,dieta e saude,1,nhanes_dietary.dr1tot_j,1
saude geral,saude,2,nhanes_questionnaire.paq_j; nhanes_questionnaire.whq_j,2
saude geral,saude bucal,3,nhanes_examination.ohxden_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.ohq_j,3
saude geral,saude dentaria,1,nhanes_examination.ohxden_j,1
saude geral,saude emocional,1,nhanes_questionnaire.heq_j,1
saude geral,saude feminina,1,nhanes_examination.dxxfem_j,1
saude geral,saude geral,1,nhanes_questionnaire.huq_j,1
saude geral,saude hepatica,1,nhanes_questionnaire.heq_j,1
saude geral,saude intestinal,1,nhanes_questionnaire.hiq_j,1
saude geral,saude mental,29,nhanes_laboratory.fastqx_j; nhanes_questionnaire.alq_j; nhanes_questionnaire.auq_j; nhanes_questionnaire.bpq_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.dlq_j; nhanes_questionnaire.dpq_j; nhanes_questionnaire.ecq_j; nhanes_questionnaire.heq_j; nhanes_questionnaire.hiq_j; nhanes_questionnaire.hoq_j; nhanes_questionnaire.hsq_j; nhanes_questionnaire.huq_j; nhanes_questionnaire.imq_j; nhanes_questionnaire.kiq_u_j; nhanes_questionnaire.mcq_j; nhanes_questionnaire.ocq_j; nhanes_questionnaire.ohq_j; nhanes_questionnaire.osq_j; nhanes_questionnaire.pfq_j; nhanes_questionnaire.puqmec_j; nhanes_questionnaire.rhq_j; nhanes_questionnaire.smqfam_j; nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j; nhanes_questionnaire.whqmec_j,26
saude geral,saude ocupacional,1,nhanes_questionnaire.osq_j,1
saude geral,saude publica,2,nhanes_laboratory.hepb_s_j; nhanes_questionnaire.smq_j,2
saude geral,saude reprodutiva,2,nhanes_laboratory.sstst_j; nhanes_questionnaire.kiq_u_j,2
saude geral,saude reprodutiva feminina,1,nhanes_questionnaire.rhq_j,1
dados laboratoriais,avaliacao laboratorial,1,nhanes_laboratory.ins_j,1
dados laboratoriais,dados laboratoriais,21,nhanes_laboratory.alb_cr_j; nhanes_laboratory.cbc_j; nhanes_laboratory.crco_j; nhanes_laboratory.ethox_j; nhanes_laboratory.fertin_j; nhanes_laboratory.hepb_s_j; nhanes_laboratory.ihgem_j; nhanes_laboratory.ins_j; nhanes_laboratory.phthte_j; nhanes_laboratory.ssagp_j; nhanes_laboratory.ssglyp_j; nhanes_laboratory.ssneon_j; nhanes_laboratory.sstst_j; nhanes_laboratory.ssuvcm_j; nhanes_laboratory.ssuvoc_j; nhanes_laboratory.uas_j; nhanes_laboratory.uhg_j; nhanes_laboratory.uio_j; nhanes_laboratory.utas_j; nhanes_laboratory.uvoc_j; nhanes_laboratory.vitaec_j,21
dados laboratoriais,dados laboratoriais de saude,7,nhanes_laboratory.biopro_j; nhanes_laboratory.fetib_j; nhanes_laboratory.hepbd_j; nhanes_laboratory.pbcd_j; nhanes_laboratory.ssfr_j; nhanes_laboratory.sspfas_j; nhanes_laboratory.um_j,7
dados laboratoriais,dados laboratoriais sanguineos,1,nhanes_laboratory.trigly_j,1
dados laboratoriais,jejum laboratorial,1,nhanes_laboratory.fastqx_j,1
dados laboratoriais,valores laboratoriais,5,nhanes_laboratory.cot_j; nhanes_laboratory.ssagp_j; nhanes_laboratory.ssfr_j; nhanes_laboratory.tchol_j; nhanes_laboratory.vic_j,5
dados laboratoriais,variaveis laboratoriais,2,nhanes_admin.load_catalog; nhanes_laboratory.ephpp_j,2
estatisticas de saude,categorias de dados de saude,1,nhanes_admin.load_catalog,1
estatisticas de saude,classificacao de saude,1,nhanes_examination.ohxden_j,1
estatisticas de saude,condicoes de saude,2,nhanes_examination.ohxref_j; nhanes_questionnaire.acq_j,2
estatisticas de saude,condicoes de saude associadas,1,nhanes_questionnaire.rxq_rx_j,1
estatisticas de saude,dados de saude,8,nhanes_dietary.ds2ids_j; nhanes_dietary.dsqids_j; nhanes_laboratory.ephpp_j; nhanes_laboratory.ghb_j; nhanes_laboratory.tfr_j; nhanes_laboratory.vic_j; nhanes_questionnaire.fsq_j; nhanes_questionnaire.smqrtu_j,8
estatisticas de saude,dados de saude populacional,2,nhanes_examination.dxx_j; nhanes_laboratory.vocwb_j,2
estatisticas de saude,estatisticas de saude,2,nhanes_examination.bmx_j; nhanes_laboratory.uni_j,2
estatisticas de saude,indicadores de saude,1,nhanes_questionnaire.inq_j,1
estatisticas de saude,ocupacao e saude,1,nhanes_questionnaire.osq_j,1
estatisticas de saude,tendencias de saude publica,3,nhanes_laboratory.fr_j; nhanes_laboratory.pah_j; nhanes_laboratory.uphopm_j,3
estatisticas de saude,trabalho e saude,1,nhanes_questionnaire.osq_j,1
estatisticas de saude,uso de servicos de saude,3,nhanes_questionnaire.acq_j; nhanes_questionnaire.hsq_j; nhanes_questionnaire.kiq_u_j,3
estatisticas de saude,utilizacao de servicos de saude,1,nhanes_questionnaire.huq_j,1
composicao de nutrientes,composicao de macronutrientes,2,nhanes_dietary.dr2tot_j; nhanes_dietary.dsqtot_j,2
composicao de nutrientes,composicao de nutrientes,1,nhanes_dietary.ds1tot_j,1
composicao de nutrientes,composicao de refeicoes,1,nhanes_dietary.dr2iff_j,1
composicao de nutrientes,dados nutricionais,1,nhanes_laboratory.folate_j,1
composicao de nutrientes,nutricao,7,nhanes_dietary.dr1iff_j; nhanes_dietary.dr1tot_j; nhanes_dietary.dr2iff_j; nhanes_dietary.dr2tot_j; nhanes_dietary.ds1tot_j; nhanes_dietary.ds2tot_j; nhanes_dietary.dsqtot_j,7
composicao de nutrientes,nutrientes totais,1,nhanes_dietary.dsqtot_j,1
composicao de nutrientes,suplementos alimentares,1,nhanes_questionnaire.inq_j,1
composicao de nutrientes,suplementos dieteticos,9,nhanes_dietary.ds1ids_j; nhanes_dietary.ds1tot_j; nhanes_dietary.ds2ids_j; nhanes_dietary.ds2tot_j; nhanes_dietary.dsqids_j; nhanes_dietary.dsqtot_j,6
composicao de nutrientes,suplementos nutricionais,3,nhanes_dietary.ds1ids_j; nhanes_dietary.ds2ids_j; nhanes_dietary.dsqids_j,3
composicao de nutrientes,valores nutricionais,1,nhanes_questionnaire.cbq_j,1
analise de saude,analise de saude,25,nhanes_examination.auxar_j; nhanes_examination.auxtym_j; nhanes_examination.auxwbr_j; nhanes_examination.bpx_j; nhanes_examination.dxx_j; nhanes_examination.dxxag_j; nhanes_examination.dxxspn_j; nhanes_laboratory.glu_j; nhanes_laboratory.hepa_j; nhanes_laboratory.hepc_j; nhanes_laboratory.hepe_j; nhanes_laboratory.hscrp_j; nhanes_laboratory.ihgem_j; nhanes_laboratory.ins_j; nhanes_laboratory.phthte_j; nhanes_laboratory.ssagp_j; nhanes_laboratory.ssneon_j; nhanes_laboratory.sstst_j; nhanes_laboratory.ssuvcm_j; nhanes_laboratory.ssuvoc_j; nhanes_laboratory.uas_j; nhanes_laboratory.uhg_j; nhanes_laboratory.uio_j; nhanes_laboratory.uvoc_j; nhanes_questionnaire.cbq_j,25
analise de saude,analise de saude publica,1,nhanes_laboratory.pfas_j,1
pesos amostrais,estudo de pesos amostrais,1,nhanes_laboratory.ssuvcm_j,1
pesos amostrais,fatores de ponderacao amostral,1,nhanes_laboratory.ins_j,1
pesos amostrais,peso amostral,5,nhanes_dietary.ds1ids_j; nhanes_laboratory.ucm_j; nhanes_laboratory.utas_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.vtq_j,5
pesos amostrais,peso amostral de pesquisa,1,nhanes_laboratory.ssuvcm_j,1
pesos amostrais,pesos amostrais,12,nhanes_laboratory.fr_j; nhanes_laboratory.pernt_j; nhanes_laboratory.ssagp_j; nhanes_laboratory.ssfr_j; nhanes_laboratory.ssglyp_j; nhanes_laboratory.ssneon_j; nhanes_laboratory.sspfas_j; nhanes_laboratory.ssuvoc_j; nhanes_laboratory.uio_j; nhanes_laboratory.uni_j; nhanes_laboratory.uphopm_j,11
pesos amostrais,pesos amostrais de 2 anos,2,nhanes_laboratory.folate_j; nhanes_laboratory.ssfr_j,2
pesos amostrais,pesos amostrais em pesquisas,1,nhanes_laboratory.phthte_j,1
pesos amostrais,pesos amostrais nhanes,1,nhanes_laboratory.ssagp_j,1
exposicao a contaminantes,exposicao a bisfenol a,1,nhanes_laboratory.fr_j,1
exposicao a contaminantes,exposicao a compostos organicos volateis,2,nhanes_laboratory.uvoc_j; nhanes_questionnaire.vtq_j,2
exposicao a contaminantes,exposicao a contaminantes,1,nhanes_laboratory.ucm_j,1
exposicao a contaminantes,exposicao a etanol,1,nhanes_laboratory.ethox_j,1
exposicao a contaminantes,exposicao a etoxietanol,1,nhanes_laboratory.ethox_j,1
exposicao a contaminantes,exposicao a fenois,1,nhanes_laboratory.fr_j,1
exposicao a contaminantes,exposicao a ftalatos,1,nhanes_laboratory.fr_j,1
exposicao a contaminantes,exposicao a pesticidas,3,nhanes_laboratory.ephpp_j; nhanes_laboratory.opd_j; nhanes_laboratory.uphopm_j,3
exposicao a contaminantes,exposicao a pesticidas organofosforados,1,nhanes_laboratory.uas_j,1
exposicao a contaminantes,exposicao a pfas,3,nhanes_laboratory.pfas_j; nhanes_laboratory.sspfas_j,2
exposicao a contaminantes,exposicao a plastificantes,1,nhanes_laboratory.phthte_j,1
exposicao a contaminantes,exposicao a poluentes,2,nhanes_laboratory.sspfas_j; nhanes_laboratory.vocwb_j,2
exposicao a contaminantes,exposicao a substancias quimicas,1,nhanes_laboratory.pfas_j,1
exposicao a contaminantes,exposicao ambiental,3,nhanes_laboratory.ssuvoc_j; nhanes_laboratory.uhg_j; nhanes_laboratory.vocwb_j,3
exposicao a contaminantes,exposicao ambiental a pah,1,nhanes_laboratory.pah_j,1
exposicao a contaminantes,fatores de exposicao ambiental,1,nhanes_questionnaire.vtq_j,1
questionario de comportamento,questionario de comportamento,1,nhanes_questionnaire.cbq_j,1
questionario de comportamento,questionario dlq,1,nhanes_questionnaire.dlq_j,1
questionario de comportamento,questionario familiar,1,nhanes_questionnaire.smqfam_j,1
questionario de comportamento,respostas de pesquisa,1,nhanes_questionnaire.paqy_j,1
questionario de comportamento,respostas de questionario,19,nhanes_questionnaire.acq_j; nhanes_questionnaire.cbq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.deq_j; nhanes_questionnaire.ecq_j; nhanes_questionnaire.fsq_j; nhanes_questionnaire.heq_j; nhanes_questionnaire.huq_j; nhanes_questionnaire.imq_j; nhanes_questionnaire.ocq_j; nhanes_questionnaire.osq_j; nhanes_questionnaire.pfq_j; nhanes_questionnaire.puqmec_j; nhanes_questionnaire.smqfam_j; nhanes_questionnaire.vtq_j; nhanes_questionnaire.whq_j,17
questionario de comportamento,respostas questionario comportamento,1,nhanes_questionnaire.cbqpfc_j,1
demografia populacional,amostragem populacional,1,nhanes_laboratory.utas_j,1
demografia populacional,dados demograficos,17,nhanes_admin.load_catalog; nhanes_examination.auxar_j; nhanes_questionnaire.acq_j; nhanes_questionnaire.cbq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.dbq_j; nhanes_questionnaire.deq_j; nhanes_questionnaire.duq_j; nhanes_questionnaire.mcq_j; nhanes_questionnaire.osq_j; nhanes_questionnaire.rhq_j; nhanes_questionnaire.smqfam_j; nhanes_questionnaire.vtq_j; nhanes_questionnaire.whq_j,16
demografia populacional,demografia,1,nhanes_demographics.demo_j,1
demografia populacional,demografia populacional,1,nhanes_demographics.demo_j,1
demografia populacional,estudos populacionais,1,nhanes_laboratory.ucpreg_j,1
demografia populacional,perfil demografico,1,nhanes_demographics.demo_j,1
ingestao nutricional,ingestao calorica diaria,1,nhanes_dietary.dsqtot_j,1
ingestao nutricional,ingestao calorica total,1,nhanes_dietary.dr2tot_j,1
ingestao nutricional,ingestao de alimentos por linha,1,nhanes_dietary.dr1iff_j,1
ingestao nutricional,ingestao de nutrientes,14,nhanes_dietary.dr1iff_j; nhanes_dietary.dr1tot_j; nhanes_dietary.dr2iff_j; nhanes_dietary.dr2tot_j; nhanes_dietary.ds1ids_j; nhanes_dietary.ds1tot_j; nhanes_dietary.ds2ids_j; nhanes_dietary.ds2tot_j,8
ingestao nutricional,ingestao de vitaminas,3,nhanes_dietary.dr2iff_j; nhanes_dietary.ds1ids_j; nhanes_dietary.dsqids_j,3
ingestao nutricional,ingestao nutricional,1,nhanes_dietary.ds2ids_j,1
ingestao nutricional,ingestao nutricional diaria,1,nhanes_dietary.ds1ids_j,1
biomarcador laboratorial,analise de biomarcadores,8,nhanes_laboratory.biopro_j; nhanes_laboratory.crco_j; nhanes_laboratory.ephpp_j; nhanes_laboratory.fetib_j; nhanes_laboratory.pbcd_j; nhanes_laboratory.ssfr_j; nhanes_laboratory.um_j; nhanes_laboratory.vic_j,8
biomarcador laboratorial,analise de biomarcadores sanguineos,1,nhanes_laboratory.biopro_j,1
biomarcador laboratorial,biomarcador laboratorial,2,nhanes_laboratory.fertin_j; nhanes_laboratory.ssagp_j,2
biomarcador laboratorial,biomarcadores de saude,1,nhanes_laboratory.ssglyp_j,1
biomarcador laboratorial,marcadores de doencas,1,nhanes_laboratory.hepbd_j,1
biomarcador laboratorial,marcadores laboratoriais,3,nhanes_laboratory.alb_cr_j; nhanes_laboratory.cot_j; nhanes_laboratory.ihgem_j,3
biomarcador laboratorial,niveis de biomarcadores,2,nhanes_laboratory.pfas_j; nhanes_laboratory.vitaec_j,2
biomarcador laboratorial,niveis de marcadores laboratoriais,1,nhanes_laboratory.vid_j,1
biomarcador laboratorial,variabilidade de biomarcadores,1,nhanes_laboratory.ssagp_j,1
hepatite b sorologia,analise de hepatite b,1,nhanes_laboratory.hepb_s_j,1
hepatite b sorologia,anticorpos hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,exames de hepatite,1,nhanes_laboratory.hepa_j,1
hepatite b sorologia,exposicao a hepatite,1,nhanes_questionnaire.heq_j,1
hepatite b sorologia,genotipo hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,hepatite,1,nhanes_questionnaire.heq_j,1
hepatite b sorologia,hepatite a sorologia,1,nhanes_laboratory.hepa_j,1
hepatite b sorologia,hepatite b,3,nhanes_laboratory.hepa_j; nhanes_laboratory.hepbd_j; nhanes_laboratory.hepe_j,3
hepatite b sorologia,hepatite b e d coinfeccao,1,nhanes_laboratory.hepbd_j,1
hepatite b sorologia,hepatite b sorologia,2,nhanes_laboratory.hepb_s_j; nhanes_laboratory.hepbd_j,2
hepatite b sorologia,hepatite b sorologica,1,nhanes_laboratory.hepb_s_j,1
hepatite b sorologia,hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,hepatite d sorologia,1,nhanes_laboratory.hepbd_j,1
hepatite b sorologia,hepatite e igg,1,nhanes_laboratory.hepe_j,1
hepatite b sorologia,hepatite e igm,1,nhanes_laboratory.hepe_j,1
hepatite b sorologia,sorologia hepatite c,1,nhanes_laboratory.hepc_j,1
hepatite b sorologia,sorologia hepatite e,1,nhanes_laboratory.hepe_j,1
circunferencias corporais,antropometria,1,nhanes_examination.bmx_j,1
circunferencias corporais,circunferencia da cintura,1,nhanes_examination.bmx_j,1
circunferencias corporais,circunferencias corporais,1,nhanes_examination.bmx_j,1
circunferencias corporais,dados antropometricos,1,nhanes_examination.dxxag_j,1
circunferencias corporais,distribuicao de gordura,1,nhanes_examination.dxxag_j,1
circunferencias corporais,indice de gordura,1,nhanes_examination.dxxag_j,1
circunferencias corporais,indice de massa corporal,2,nhanes_examination.bmx_j,1
circunferencias corporais,medidas antropometricas,6,nhanes_examination.auxtym_j; nhanes_examination.auxwbr_j; nhanes_examination.bmx_j; nhanes_examination.bpxo_j; nhanes_examination.dxxag_j,5
circunferencias corporais,medidas corporais,1,nhanes_questionnaire.whq_j,1
circunferencias corporais,medidas de circunferencia abdominal,1,nhanes_examination.auxwbr_j,1
circunferencias corporais,medidas de peso corporal,1,nhanes_examination.auxwbr_j,1
circunferencias corporais,peso corporal,3,nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.whq_j; nhanes_questionnaire.whqmec_j,3
consumo de cigarros,cessacao do tabagismo,1,nhanes_questionnaire.smq_j,1
consumo de cigarros,composicao do cigarro,1,nhanes_questionnaire.smq_j,1
consumo de cigarros,consumo de cigarros,1,nhanes_questionnaire.smq_j,1
consumo de cigarros,consumo de tabaco,1,nhanes_questionnaire.duq_j,1
consumo de cigarros,frequencia de fumo,2,nhanes_questionnaire.smqfam_j; nhanes_questionnaire.smqrtu_j,2
consumo de cigarros,frequencia de uso de tabaco,1,nhanes_questionnaire.puqmec_j,1
consumo de cigarros,marcas de cigarros,1,nhanes_questionnaire.smq_j,1
consumo de cigarros,niveis de nicotina,1,nhanes_laboratory.ucot_j,1
consumo de cigarros,numero de cigarros,1,nhanes_questionnaire.smqfam_j,1
consumo de cigarros,tabagismo,4,nhanes_questionnaire.smq_j; nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j,3
consumo de cigarros,tabagismo familiar,2,nhanes_questionnaire.smqfam_j,1
consumo de cigarros,uso de cigarros,2,nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j,2
consumo de cigarros,uso de produtos de tabaco,1,nhanes_questionnaire.puqmec_j,1
consumo de cigarros,uso de tabaco,1,nhanes_questionnaire.smq_j,1
consumo alimentar,comportamento alimentar,6,nhanes_questionnaire.auq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.dbq_j; nhanes_questionnaire.kiq_u_j,6
consumo alimentar,consumo alimentar,10,nhanes_dietary.dr1iff_j; nhanes_dietary.dr1tot_j; nhanes_dietary.dr2iff_j; nhanes_dietary.dr2tot_j; nhanes_dietary.dsqtot_j; nhanes_questionnaire.cbq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.dbq_j,9
consumo alimentar,frequencia de consumo de alimentos,2,nhanes_questionnaire.diq_j; nhanes_questionnaire.fsq_j,2
consumo alimentar,padroes consumo alimentar,1,nhanes_questionnaire.inq_j,1
valores de urina,albumina urinaria,1,nhanes_laboratory.alb_cr_j,1
valores de urina,concentracao de urina,1,nhanes_laboratory.ucm_j,1
valores de urina,concentracao urinaria de iodo,1,nhanes_laboratory.uni_j,1
valores de urina,creatinina urinaria,1,nhanes_laboratory.alb_cr_j,1
valores de urina,dados de urina,2,nhanes_laboratory.opd_j; nhanes_laboratory.ucpreg_j,2
valores de urina,fluxo urinario,3,nhanes_laboratory.ucflow_j,1
valores de urina,niveis de urina,1,nhanes_laboratory.pernt_j,1
valores de urina,resultado laboratorial urina,1,nhanes_laboratory.ucpreg_j,1
valores de urina,ucm urinario,1,nhanes_laboratory.ucm_j,1
valores de urina,valores de urina,3,nhanes_laboratory.ucm_j; nhanes_laboratory.ucot_j; nhanes_laboratory.uni_j,3
valores de urina,volume urinario,3,nhanes_laboratory.ucflow_j,1
questionario de dieta,analise dietetica,1,nhanes_dietary.dsqtot_j,1
questionario de dieta,dados dieteticos,5,nhanes_dietary.dr1iff_j; nhanes_dietary.dr2tot_j; nhanes_dietary.ds1ids_j; nhanes_dietary.ds1tot_j; nhanes_dietary.ds2tot_j,5
questionario de dieta,entrevista dietetica,1,nhanes_admin.load_catalog,1
questionario de dieta,pesquisa de dieta alimentar,1,nhanes_dietary.ds2tot_j,1
questionario de dieta,pesquisa dietetica,4,nhanes_dietary.dr1iff_j; nhanes_dietary.dr2tot_j; nhanes_dietary.ds1tot_j; nhanes_dietary.ds2tot_j,4
questionario de dieta,pesquisa dietetica nhanes,1,nhanes_dietary.ds1ids_j,1
questionario de dieta,questionario de alimentacao,1,nhanes_questionnaire.fsq_j,1
questionario de dieta,questionario de dieta,1,nhanes_questionnaire.deq_j,1
questionario de dieta,questionario dietetico,1,nhanes_questionnaire.cbq_j,1
questionario de dieta,respostas de questionario de dieta,1,nhanes_questionnaire.diq_j,1
dados de exames,dados de exame,1,nhanes_examination.auxtym_j,1
dados de exames,dados de exames,2,nhanes_examination.dxxspn_j; nhanes_laboratory.vid_j,2
dados de exames,exames de sangue,2,nhanes_laboratory.hepe_j; nhanes_laboratory.pbcd_j,2
dados de exames,exames medicos,2,nhanes_examination.auxar_j; nhanes_examination.dxxfem_j,2
dados de exames,resultados de exames,9,nhanes_laboratory.ephpp_j; nhanes_laboratory.fetib_j; nhanes_laboratory.hepa_j; nhanes_laboratory.hepb_s_j; nhanes_laboratory.hepbd_j; nhanes_laboratory.hepc_j; nhanes_laboratory.ihgem_j; nhanes_laboratory.ssneon_j; nhanes_laboratory.ucpreg_j,9
dados de exames,status de exame,1,nhanes_examination.aux_j,1
analise de dados laboratoriais,analise de dados laboratoriais,7,nhanes_laboratory.fr_j; nhanes_laboratory.opd_j; nhanes_laboratory.pah_j; nhanes_laboratory.ucm_j; nhanes_laboratory.ucot_j; nhanes_laboratory.uni_j; nhanes_laboratory.uphopm_j,7
analise de dados laboratoriais,analise de variaveis laboratoriais,1,nhanes_laboratory.vid_j,1
analise de dados laboratoriais,analise laboratorial,8,nhanes_laboratory.folate_j; nhanes_laboratory.ghb_j; nhanes_laboratory.hdl_j; nhanes_laboratory.hscrp_j; nhanes_laboratory.sspfas_j; nhanes_laboratory.tfr_j,6
vitaminas sericas,carotenoides sericos,1,nhanes_laboratory.vitaec_j,1
vitaminas sericas,cotinina serica,1,nhanes_laboratory.cot_j,1
vitaminas sericas,ferritina serica,3,nhanes_laboratory.fertin_j; nhanes_laboratory.fetib_j; nhanes_laboratory.tfr_j,3
vitaminas sericas,ferro serico,4,nhanes_laboratory.fertin_j; nhanes_laboratory.fetib_j; nhanes_laboratory.tfr_j,3
vitaminas sericas,perfil bioquimico serico,1,nhanes_laboratory.biopro_j,1
vitaminas sericas,pfas sericos,1,nhanes_laboratory.pfas_j,1
vitaminas sericas,ssagp serico,1,nhanes_laboratory.ssagp_j,1
vitaminas sericas,transferrina serica,1,nhanes_laboratory.tfr_j,1
vitaminas sericas,vitamina c serica,1,nhanes_laboratory.vic_j,1
vitaminas sericas,vitamina d serica,1,nhanes_laboratory.vid_j,1
vitaminas sericas,vitaminas sericas,1,nhanes_laboratory.vitaec_j,1
pressao arterial,hipertensao,1,nhanes_questionnaire.bpq_j,1
pressao arterial,medidas de pressao arterial,1,nhanes_examination.aux_j,1
pressao arterial,medidas repetidas de pressao arterial,1,nhanes_examination.bpxo_j,1
pressao arterial,pressao arterial,5,nhanes_examination.bpx_j; nhanes_questionnaire.bpq_j,2
pressao arterial,pressao arterial diastolica,3,nhanes_examination.bpx_j; nhanes_examination.bpxo_j,2
pressao arterial,pressao arterial sistolica,3,nhanes_examination.bpx_j; nhanes_examination.bpxo_j,2
pressao arterial,pressao arterial sistolica e diastolica,1,nhanes_examination.bpxo_j,1
pressao arterial,pressao de pulso,1,nhanes_examination.bpxo_j,1
biomonitoramento de contaminantes,avaliacao de concentracoes quimicas,1,nhanes_laboratory.pah_j,1
biomonitoramento de contaminantes,biomonitoramento,2,nhanes_laboratory.um_j; nhanes_laboratory.vocwb_j,2
biomonitoramento de contaminantes,biomonitoramento de contaminantes,1,nhanes_laboratory.uas_j,1
biomonitoramento de contaminantes,biomonitoramento de pah,1,nhanes_laboratory.pah_j,1
biomonitoramento de contaminantes,biomonitoramento de pfas,1,nhanes_laboratory.pfas_j,1
biomonitoramento de contaminantes,biomonitoramento populacional,1,nhanes_laboratory.opd_j,1
biomonitoramento de contaminantes,biomonitoramento urinario,3,nhanes_laboratory.ephpp_j; nhanes_laboratory.uphopm_j; nhanes_laboratory.uvoc_j,3
biomonitoramento de contaminantes,compostos organicos volateis,2,nhanes_laboratory.ssuvoc_j; nhanes_laboratory.vocwb_j,2
biomonitoramento de contaminantes,concentracao de etoxiquina em amostras,1,nhanes_laboratory.ethox_j,1
biomonitoramento de contaminantes,deteccao de substancias,1,nhanes_laboratory.ucm_j,1
biomonitoramento de contaminantes,presenca de etoxiquina em laboratorio,1,nhanes_laboratory.ethox_j,1
pesquisa laboratorial,exame laboratorial,1,nhanes_laboratory.hdl_j,1
pesquisa laboratorial,pesquisa de laboratorio,1,nhanes_laboratory.opd_j,1
pesquisa laboratorial,pesquisa laboratorial,6,nhanes_laboratory.glu_j; nhanes_laboratory.uas_j; nhanes_laboratory.ucot_j; nhanes_laboratory.uhg_j; nhanes_laboratory.um_j; nhanes_laboratory.utas_j,6
pesquisa laboratorial,pesquisa laboratorial de saude,1,nhanes_laboratory.pfas_j,1
pesquisa laboratorial,resultados laboratoriais,6,nhanes_laboratory.hepa_j; nhanes_laboratory.hepc_j; nhanes_laboratory.hepe_j; nhanes_laboratory.hiv_j; nhanes_laboratory.uni_j,5
analise de glicose,analise de alcool,1,nhanes_laboratory.vitaec_j,1
analise de glicose,analise de folato,1,nhanes_laboratory.folate_j,1
