Macrotema,Tema,Frequência,Tabelas de Origem,Qtd Tabelas
relacionamento de produtos,eventos de interacao com produto,1,magento2.report_event_types,1
relacionamento de produtos,galeria de imagens de produtos,1,magento2.catalog_product_entity_media_gallery,1
relacionamento de produtos,galeria de midia de produto,1,magento2.catalog_product_entity_media_gallery_value,1
relacionamento de produtos,galeria de produtos,3,magento2.catalog_product_entity_gallery; magento2.catalog_product_entity_media_gallery,2
relacionamento de produtos,gerenciamento de imagens de produtos,2,magento2.catalog_product_entity_gallery; magento2.catalog_product_entity_media_gallery,2
relacionamento de produtos,imagens de produtos,1,magento2.catalog_product_entity_media_gallery,1
relacionamento de produtos,links de produto,1,magento2.catalog_product_link_attribute_int,1
relacionamento de produtos,links de produtos,1,magento2.downloadable_link,1
relacionamento de produtos,links de produtos baixaveis,1,magento2.downloadable_link,1
relacionamento de produtos,midia de catalogo de produtos,1,magento2.catalog_product_entity_media_gallery,1
relacionamento de produtos,ordenacao de imagens de produto,1,magento2.catalog_product_entity_media_gallery_value,1
relacionamento de produtos,relacao cliente-produto,1,magento2.product_alert_stock,1
relacionamento de produtos,relacao de produtos,4,magento2.catalog_product_link; magento2.catalog_product_relation; magento2.catalog_product_super_link,3
relacionamento de produtos,relacao produto pai-filho,1,magento2.catalog_product_relation,1
relacionamento de produtos,relacao produto-pai,1,magento2.catalog_product_super_link,1
relacionamento de produtos,relacionamento de produtos,3,magento2.catalog_product_link; magento2.catalog_product_link_attribute_decimal; magento2.catalog_product_link_type,3
relacionamento de produtos,relacionamento entre produtos,2,magento2.catalog_product_link; magento2.catalog_product_link_attribute_int,2
relacionamento de produtos,relacoes entre produtos,2,magento2.catalog_product_link_attribute_varchar; magento2.catalog_product_link_type,2
relacionamento de produtos,relatorio de produtos,1,magento2.report_viewed_product_aggregated_daily,1
relacionamento de produtos,tipos de link de produtos,1,magento2.catalog_product_link,1
relacionamento de produtos,tipos de relacao de produto,1,magento2.catalog_product_link_attribute,1
relacionamento de produtos,tipos de vinculo de produto,3,magento2.catalog_product_link; magento2.catalog_product_link_type,2
relacionamento de produtos,vinculacao de produtos,3,magento2.catalog_product_link; magento2.catalog_product_link_attribute_varchar; magento2.catalog_product_super_link,3
relacionamento de produtos,vinculo de produtos,1,magento2.catalog_product_super_link,1
relacionamento de produtos,vinculo entre produtos,1,magento2.catalog_product_relation,1
relacionamento de produtos,vinculos entre produtos,1,magento2.catalog_product_link_attribute_decimal,1
relacionamento de produtos,visibilidade de produtos,3,magento2.catalog_category_product_index; magento2.catalog_category_product_index_tmp,2
relacionamento de produtos,visualizacao de produtos,3,magento2.report_viewed_product_index,1
relacionamento de produtos,visualizacoes de produto,1,magento2.report_viewed_product_aggregated_yearly,1
valores de atributo,atributo de data,1,magento2.customer_address_entity_datetime,1
valores de atributo,atributo de entidade,2,magento2.eav_entity,1
valores de atributo,atributos de categoria,13,magento2.catalog_category_entity; magento2.catalog_category_entity_datetime; magento2.catalog_category_entity_decimal; magento2.catalog_category_entity_int; magento2.catalog_category_entity_text; magento2.catalog_category_entity_varchar,6
valores de atributo,atributos de categorias,2,magento2.catalog_category_entity_int; magento2.catalog_category_entity_varchar,2
valores de atributo,atributos de cliente,15,magento2.customer_eav_attribute; magento2.customer_eav_attribute_website; magento2.customer_entity; magento2.customer_entity_datetime; magento2.customer_entity_decimal; magento2.customer_entity_int; magento2.customer_entity_text; magento2.customer_entity_varchar; magento2.eav_entity_type,9
valores de atributo,atributos de clientes,3,magento2.customer_entity_int; magento2.customer_entity_text; magento2.customer_entity_varchar,3
valores de atributo,atributos de data,1,magento2.customer_address_entity_datetime,1
valores de atributo,atributos de entidades de cliente,1,magento2.eav_attribute,1
valores de atributo,atributos de google shopping,1,magento2.googleshopping_attributes,1
valores de atributo,atributos de grupo,1,magento2.eav_attribute_group,1
valores de atributo,atributos de link,1,magento2.downloadable_link,1
valores de atributo,atributos de sistema,1,magento2.core_variable,1
valores de atributo,atributos de sku,1,magento2.catalog_product_option_type_value,1
valores de atributo,atributos de usuario,1,magento2.authorization_role,1
valores de atributo,atributos de vinculo,1,magento2.catalog_product_link_attribute,1
valores de atributo,atributos numericos de entidades,2,magento2.eav_entity_decimal; magento2.eav_entity_int,2
valores de atributo,atributos por conjunto,1,magento2.eav_entity_attribute,1
valores de atributo,codigo de atributo,1,magento2.catalog_product_link_attribute,1
valores de atributo,etiqueta de atributo,1,magento2.eav_attribute_label,1
valores de atributo,modelos de atributo,1,magento2.eav_entity_type,1
valores de atributo,requisitos de atributos,1,magento2.customer_eav_attribute_website,1
valores de atributo,rotulos de atributo,1,magento2.catalog_product_super_attribute_label,1
valores de atributo,rotulos de atributos,2,magento2.eav_attribute_label; magento2.translation,2
valores de atributo,valor de atributo,1,magento2.customer_address_entity_varchar,1
valores de atributo,valores de atributo,3,magento2.catalog_product_link_attribute_int; magento2.eav_entity_int; magento2.eav_entity_varchar,3
valores de atributo,valores de atributo por loja,1,magento2.catalog_category_entity_decimal,1
valores de atributo,valores de atributos,13,magento2.catalog_category_entity_int; magento2.catalog_category_entity_varchar; magento2.catalog_product_entity_int; magento2.catalog_product_entity_text; magento2.catalog_product_entity_varchar; magento2.catalog_product_index_eav; magento2.catalog_product_index_eav_idx; magento2.catalog_product_link_attribute_varchar; magento2.customer_address_entity_int; magento2.customer_entity_int; magento2.eav_entity_varchar,11
descricao de produtos,cadastro de produtos,1,magento2.catalog_product_entity,1
descricao de produtos,catalogacao de produtos,11,magento2.catalog_product_bundle_stock_index; magento2.catalog_product_index_tier_price; magento2.catalog_product_link; magento2.catalog_product_option_price; magento2.catalog_product_option_type_price; magento2.catalog_product_option_type_title; magento2.catalog_product_relation; magento2.catalog_product_super_attribute; magento2.catalog_product_super_link; magento2.downloadable_sample; magento2.googleshopping_items,11
descricao de produtos,classificacao de produtos,4,magento2.catalog_category_entity_varchar; magento2.rating_entity; magento2.rating_title; magento2.tax_calculation,4
descricao de produtos,datas de produto,1,magento2.catalog_product_entity_datetime,1
descricao de produtos,descricao de produto,1,magento2.catalog_product_entity_text,1
descricao de produtos,descricao de produtos,1,magento2.catalog_product_entity_text,1
descricao de produtos,descricoes de produtos,1,magento2.catalog_product_entity_text,1
descricao de produtos,detalhes de produto,1,magento2.sales_shipment_item,1
descricao de produtos,detalhes de produtos,3,magento2.review_detail; magento2.sales_creditmemo_item; magento2.sales_invoice_item,3
descricao de produtos,disponibilidade de produto,2,magento2.cataloginventory_stock_item; magento2.cataloginventory_stock_status,2
descricao de produtos,estoque por produto,3,magento2.cataloginventory_stock_status; magento2.cataloginventory_stock_status_idx; magento2.cataloginventory_stock_status_tmp,3
descricao de produtos,estrutura de produtos,1,magento2.catalog_product_super_link,1
descricao de produtos,hierarquia de produtos,5,magento2.catalog_category_entity; magento2.catalog_product_relation; magento2.catalog_product_super_link,3
descricao de produtos,identificacao de produto,3,magento2.catalog_product_entity_datetime; magento2.catalog_product_entity_int; magento2.catalog_product_entity_text,3
descricao de produtos,identificacao de produtos,3,magento2.catalog_product_entity_decimal; magento2.catalog_product_entity_gallery; magento2.catalog_product_entity_varchar,3
descricao de produtos,informacoes de produtos,1,magento2.sales_order_item,1
descricao de produtos,itens de produto,1,magento2.wishlist_item,1
descricao de produtos,localizacao de produtos,1,magento2.translation,1
descricao de produtos,mapeamento de produtos,1,magento2.catalog_product_index_eav_tmp,1
descricao de produtos,mapeamento de valores numericos de produtos,1,magento2.catalog_product_index_eav_decimal_idx,1
descricao de produtos,organizacao de produtos,1,magento2.eav_attribute_group,1
descricao de produtos,posicao de produtos,1,magento2.catalog_category_product,1
descricao de produtos,posicionamento de produto,1,magento2.catalog_category_product_index_tmp,1
descricao de produtos,precificacao de produtos,8,magento2.catalog_product_index_price_bundle_sel_tmp; magento2.catalog_product_index_price_bundle_tmp; magento2.catalog_product_index_price_cfg_opt_agr_idx; magento2.catalog_product_index_price_cfg_opt_agr_tmp; magento2.catalog_product_index_price_cfg_opt_tmp; magento2.catalog_product_index_price_downlod_tmp; magento2.catalog_product_index_price_opt_agr_tmp; magento2.catalog_product_index_price_opt_tmp,8
descricao de produtos,produtos e skus,1,magento2.sales_shipment_item,1
descricao de produtos,selecao de produtos,2,magento2.catalog_product_bundle_selection; magento2.catalog_product_index_price_bundle_sel_tmp,2
descricao de produtos,tipos de produto,2,magento2.catalog_product_entity; magento2.googleshopping_attributes,2
descricao de produtos,tipos de produtos,5,magento2.catalog_product_entity; magento2.googleshopping_attributes; magento2.googleshopping_types; magento2.tax_class,4
descricao de produtos,titulos de produto,1,magento2.catalog_product_option_type_title,1
taxas de imposto,agregacao de impostos,4,magento2.tax_order_aggregated_created; magento2.tax_order_aggregated_updated,2
taxas de imposto,aliquota fiscal,1,magento2.tax_calculation,1
taxas de imposto,aliquota tributaria,1,magento2.tax_calculation_rate,1
taxas de imposto,analise de impostos,1,magento2.sales_invoice,1
taxas de imposto,calculo de imposto,2,magento2.tax_calculation; magento2.tax_calculation_rate,2
taxas de imposto,calculo de impostos,20,magento2.catalog_product_index_price_final_idx; magento2.catalog_product_index_price_final_tmp; magento2.catalog_product_index_price_tmp; magento2.sales_creditmemo_item; magento2.sales_invoice; magento2.sales_invoice_item; magento2.sales_order_tax; magento2.sales_order_tax_item; magento2.sales_quote_address_item; magento2.sales_quote_item; magento2.tax_calculation; magento2.tax_calculation_rate; magento2.tax_calculation_rate_title; magento2.tax_order_aggregated_updated,14
taxas de imposto,calculo de impostos de pedidos,1,magento2.sales_order_tax_item,1
taxas de imposto,calculo de impostos em pedidos,1,magento2.sales_order_tax_item,1
taxas de imposto,calculo de tributos,2,magento2.sales_order_tax,1
taxas de imposto,categorias de tributacao,1,magento2.tax_class,1
taxas de imposto,classes de impostos,1,magento2.tax_calculation,1
taxas de imposto,classificacao de impostos,4,magento2.catalog_product_index_price; magento2.catalog_product_index_price_idx; magento2.tax_class,3
taxas de imposto,classificacao fiscal,3,magento2.catalog_product_index_price_bundle_idx; magento2.catalog_product_index_price_tmp; magento2.customer_group,3
taxas de imposto,classificacao fiscal de clientes,1,magento2.tax_class,1
taxas de imposto,classificacao fiscal de produtos,1,magento2.tax_class,1
taxas de imposto,classificacao tributaria,1,magento2.customer_group,1
taxas de imposto,configuracao de taxas fiscais,1,magento2.tax_calculation_rule,1
taxas de imposto,detalhamento fiscal,1,magento2.sales_order_tax,1
taxas de imposto,grupos de impostos,1,magento2.customer_group,1
taxas de imposto,imposto de produtos,1,magento2.weee_tax,1
taxas de imposto,imposto sobre produtos,1,magento2.weee_tax,1
taxas de imposto,impostos de reembolso,1,magento2.sales_creditmemo_item,1
taxas de imposto,impostos e descontos,2,magento2.sales_order_item; magento2.sales_quote_address_item,2
taxas de imposto,impostos e tributos,1,magento2.sales_quote_item,1
taxas de imposto,impostos por item,1,magento2.sales_invoice_item,1
taxas de imposto,impostos por pedido,1,magento2.sales_order_tax,1
taxas de imposto,itens associados a impostos,1,magento2.sales_order_tax_item,1
taxas de imposto,itens de tributacao de vendas,1,magento2.sales_order_tax_item,1
taxas de imposto,localizacao de impostos,1,magento2.weee_tax,1
taxas de imposto,taxas de imposto,1,magento2.tax_calculation_rate,1
taxas de imposto,tipos de classe fiscal,1,magento2.tax_class,1
taxas de imposto,tipos de classe tributaria,1,magento2.tax_class,1
taxas de imposto,tributacao weee por produto,1,magento2.weee_tax,1
taxas de imposto,valores de taxacao de produtos,1,magento2.sales_order_tax_item,1
status de pedidos,agregacao de pedidos,5,magento2.sales_order_aggregated_created; magento2.sales_order_aggregated_updated; magento2.sales_shipping_aggregated; magento2.sales_shipping_aggregated_order; magento2.tax_order_aggregated_updated,5
status de pedidos,analise de pedidos,3,magento2.sales_shipping_aggregated_order; magento2.tax_order_aggregated_created; magento2.tax_order_aggregated_updated,3
status de pedidos,ciclo de vida de pedidos,1,magento2.sales_order,1
status de pedidos,comentarios de pedidos,1,magento2.sales_order_status_history,1
status de pedidos,detalhes de pedidos,4,magento2.sales_order_item; magento2.sales_order_tax; magento2.sales_shipment_item; magento2.sales_shipment_track,4
status de pedidos,estado de pedido,1,magento2.sales_order_status_state,1
status de pedidos,gestao de pedidos,2,magento2.downloadable_link_purchased; magento2.sales_invoice,2
status de pedidos,historico de status de pedidos,2,magento2.sales_order_status_history,1
status de pedidos,impostos de pedidos,2,magento2.sales_order_tax; magento2.tax_order_aggregated_created,2
status de pedidos,impostos por item de pedido,1,magento2.sales_order_tax_item,1
status de pedidos,informacoes de pedido,1,magento2.sales_order_address,1
status de pedidos,informacoes de pedidos,1,magento2.sales_invoice_grid,1
status de pedidos,metricas de pedidos,2,magento2.sales_order_aggregated_created; magento2.sales_order_aggregated_updated,2
status de pedidos,notificacoes de pedidos,1,magento2.sales_order_status_history,1
status de pedidos,pagamento de pedidos,2,magento2.sales_order_payment,1
status de pedidos,pagamentos de pedidos,1,magento2.sales_order_payment,1
status de pedidos,pedidos de clientes,1,magento2.downloadable_link_purchased,1
status de pedidos,pedidos por status,4,magento2.sales_shipping_aggregated; magento2.sales_shipping_aggregated_order; magento2.tax_order_aggregated_created; magento2.tax_order_aggregated_updated,4
status de pedidos,personalizacao de pedidos,1,magento2.gift_message,1
status de pedidos,processamento de pedidos,1,magento2.sales_payment_transaction,1
status de pedidos,reembolso de pedidos,1,magento2.sales_creditmemo,1
status de pedidos,reembolsos de pedidos,1,magento2.sales_creditmemo_grid,1
status de pedidos,reembolsos por status do pedido,1,magento2.sales_refunded_aggregated_order,1
status de pedidos,refeicao de pedidos,1,magento2.sales_refunded_aggregated_order,1
status de pedidos,refundos de pedidos,1,magento2.sales_refunded_aggregated,1
status de pedidos,relacionamento de pedidos,1,magento2.sales_payment_transaction,1
status de pedidos,status de pedido,9,magento2.sales_invoiced_aggregated; magento2.sales_invoiced_aggregated_order; magento2.sales_order_status; magento2.sales_order_status_label; magento2.sales_order_status_state; magento2.sales_refunded_aggregated,6
status de pedidos,status de pedidos,10,magento2.sales_invoiced_aggregated; magento2.sales_invoiced_aggregated_order; magento2.sales_order_grid; magento2.sales_refunded_aggregated; magento2.sales_refunded_aggregated_order; magento2.tax_order_aggregated_created; magento2.tax_order_aggregated_updated,7
precos de produtos,cotacoes de produtos,1,magento2.sales_quote_item,1
precos de produtos,preco de produto,1,magento2.catalog_product_entity_group_price,1
precos de produtos,preco de produtos,23,magento2.catalog_product_bundle_price_index; magento2.catalog_product_index_group_price; magento2.catalog_product_index_price; magento2.catalog_product_index_price_bundle_idx; magento2.catalog_product_index_price_bundle_sel_idx; magento2.catalog_product_index_price_bundle_sel_tmp; magento2.catalog_product_index_price_bundle_tmp; magento2.catalog_product_index_price_cfg_opt_agr_idx; magento2.catalog_product_index_price_cfg_opt_agr_tmp; magento2.catalog_product_index_price_cfg_opt_idx; magento2.catalog_product_index_price_cfg_opt_tmp; magento2.catalog_product_index_price_downlod_idx; magento2.catalog_product_index_price_downlod_tmp; magento2.catalog_product_index_price_final_idx; magento2.catalog_product_index_price_final_tmp; magento2.catalog_product_index_price_idx; magento2.catalog_product_index_price_opt_agr_idx; magento2.catalog_product_index_price_opt_agr_tmp; magento2.catalog_product_index_price_opt_idx; magento2.catalog_product_index_price_opt_tmp; magento2.catalog_product_index_price_tmp; magento2.catalogrule_product_price; magento2.sales_bestsellers_aggregated_daily,23
precos de produtos,preco de selecao de produtos,1,magento2.catalog_product_bundle_selection_price,1
precos de produtos,preco e avaliacao de produtos,1,magento2.report_viewed_product_aggregated_daily,1
precos de produtos,preco e quantidade de produtos,1,magento2.sales_bestsellers_aggregated_yearly,1
precos de produtos,precos de produto,1,magento2.catalog_product_entity_decimal,1
precos de produtos,precos de produtos,10,magento2.catalog_product_index_price; magento2.catalog_product_index_price_bundle_opt_idx; magento2.catalog_product_index_price_bundle_opt_tmp; magento2.catalog_product_index_price_cfg_opt_idx; magento2.catalog_product_index_price_downlod_idx; magento2.catalog_product_index_price_final_idx; magento2.catalog_product_index_price_final_tmp; magento2.catalog_product_index_price_idx; magento2.catalog_product_index_price_tmp; magento2.sales_quote_item,10
precos de produtos,precos de produtos em pacote,1,magento2.catalog_product_index_price_bundle_idx,1
precos de produtos,precos de produtos em pacotes,3,magento2.catalog_product_index_price_bundle_opt_idx; magento2.catalog_product_index_price_bundle_opt_tmp; magento2.catalog_product_index_price_bundle_sel_idx,3
precos de produtos,precos de produtos por regra,1,magento2.catalogrule_product_price,1
precos de produtos,produto em promocao,1,magento2.catalog_product_entity_tier_price,1
precos de produtos,promocoes de produtos,4,magento2.catalogrule; magento2.catalogrule_product,2
precos de produtos,tabela de precificacao de produtos,1,magento2.catalog_product_index_tier_price,1
precos de produtos,tabela de precos de produtos,1,magento2.catalog_product_entity_tier_price,1
precos de produtos,valores de precos de produtos,1,magento2.catalog_product_entity_decimal,1
precos de produtos,valores de produto,3,magento2.catalog_category_entity_decimal; magento2.catalog_product_entity_int; magento2.catalog_product_index_eav_tmp,3
precos de produtos,valores de produtos,4,magento2.catalog_category_entity_varchar; magento2.catalog_product_entity_decimal; magento2.catalog_product_entity_varchar; magento2.sales_shipment_item,4
quantidade de vendas,agregacao anual de vendas,1,magento2.sales_bestsellers_aggregated_yearly,1
quantidade de vendas,agregacao de vendas,1,magento2.tax_order_aggregated_created,1
quantidade de vendas,agregacao diaria de vendas,1,magento2.sales_bestsellers_aggregated_daily,1
quantidade de vendas,agregacao mensal de vendas,1,magento2.sales_bestsellers_aggregated_monthly,1
quantidade de vendas,analise de vendas,8,magento2.sales_creditmemo; magento2.sales_creditmemo_grid; magento2.sales_creditmemo_item; magento2.sales_order_aggregated_created; magento2.sales_order_aggregated_updated; magento2.sales_refunded_aggregated; magento2.sales_refunded_aggregated_order; magento2.sales_shipping_aggregated,8
quantidade de vendas,comentarios de vendas,1,magento2.sales_creditmemo_comment,1
quantidade de vendas,conversao de vendas,1,magento2.sales_quote,1
quantidade de vendas,cotacoes de vendas,2,magento2.sales_quote; magento2.sales_quote_address,2
quantidade de vendas,desempenho de precos em vendas,1,magento2.report_viewed_product_aggregated_daily,1
quantidade de vendas,estados de fluxo de vendas,1,magento2.sales_order_status_state,1
quantidade de vendas,faturamento de vendas,3,magento2.sales_creditmemo_grid; magento2.sales_invoice; magento2.sales_invoice_grid,3
quantidade de vendas,itens de venda,2,magento2.sales_order_tax_item; magento2.sales_quote_item,2
quantidade de vendas,mapeamento de politicas de vendas,1,magento2.salesrule_customer_group,1
quantidade de vendas,metricas de vendas,4,magento2.report_viewed_product_aggregated_monthly; magento2.sales_invoiced_aggregated; magento2.sales_invoiced_aggregated_order; magento2.sales_order_aggregated_created,4
quantidade de vendas,pagamento de vendas,1,magento2.sales_quote_payment,1
quantidade de vendas,promocao de vendas,1,magento2.salesrule_label,1
quantidade de vendas,promocoes de vendas,4,magento2.catalogrule_product_price; magento2.salesrule; magento2.salesrule_coupon,3
quantidade de vendas,quantidade de vendas,1,magento2.sales_shipment_item,1
quantidade de vendas,relatorio de vendas,2,magento2.tax_order_aggregated_created; magento2.tax_order_aggregated_updated,2
quantidade de vendas,rotulos de vendas,1,magento2.salesrule_label,1
quantidade de vendas,transacoes financeiras de vendas,1,magento2.sales_order_item,1
quantidade de vendas,valores monetarios de vendas,2,magento2.sales_invoice; magento2.sales_invoice_grid,2
quantidade de vendas,vendas agregadas,3,magento2.sales_invoiced_aggregated; magento2.sales_invoiced_aggregated_order; magento2.sales_order_aggregated_updated,3
quantidade de vendas,vendas agregadas por periodo,1,magento2.sales_order_aggregated_created,1
quantidade de vendas,vendas anuais,1,magento2.sales_bestsellers_aggregated_yearly,1
quantidade de vendas,vendas cruzadas e upsell,1,magento2.catalog_product_link_type,1
quantidade de vendas,vendas de itens,2,magento2.sales_order_item; magento2.sales_quote_address_item,2
quantidade de vendas,vendas diarias,1,magento2.sales_bestsellers_aggregated_daily,1
quantidade de vendas,vendas mensais,1,magento2.sales_bestsellers_aggregated_monthly,1
quantidade de vendas,vendas por periodo,3,magento2.salesrule_coupon_aggregated; magento2.salesrule_coupon_aggregated_order,2
atributos de produto,atributo de produto,1,magento2.eav_attribute_label,1
atributos de produto,atributos de endereco,8,magento2.customer_address_entity; magento2.customer_address_entity_datetime; magento2.customer_address_entity_decimal; magento2.customer_address_entity_int; magento2.customer_address_entity_text; magento2.customer_address_entity_varchar,6
atributos de produto,atributos de endereco de cliente,1,magento2.customer_address_entity_varchar,1
atributos de produto,atributos de imagem,1,magento2.catalog_product_entity_gallery,1
atributos de produto,atributos de item de cotacao,1,magento2.sales_quote_item_option,1
atributos de produto,atributos de link de produto,2,magento2.catalog_product_link_attribute; magento2.catalog_product_link_attribute_int,2
atributos de produto,atributos de links de produtos,1,magento2.catalog_product_link_attribute_varchar,1
atributos de produto,atributos de midia de produto,1,magento2.catalog_product_entity_media_gallery,1
atributos de produto,atributos de produto,27,magento2.catalog_eav_attribute; magento2.catalog_product_bundle_option; magento2.catalog_product_bundle_option_value; magento2.catalog_product_entity_datetime; magento2.catalog_product_entity_int; magento2.catalog_product_entity_media_gallery_value; magento2.catalog_product_entity_text; magento2.catalog_product_entity_varchar; magento2.catalog_product_index_eav; magento2.catalog_product_index_eav_decimal; magento2.catalog_product_index_eav_decimal_idx; magento2.catalog_product_index_eav_decimal_tmp; magento2.catalog_product_index_eav_idx; magento2.catalog_product_index_eav_tmp; magento2.catalog_product_link_attribute; magento2.catalog_product_link_attribute_decimal; magento2.catalog_product_link_attribute_int; magento2.catalog_product_link_attribute_varchar; magento2.catalog_product_option; magento2.catalog_product_super_attribute; magento2.catalog_product_super_attribute_label; magento2.catalogsearch_fulltext; magento2.eav_attribute_option; magento2.eav_attribute_option_value; magento2.eav_attribute_set; magento2.salesrule_product_attribute,26
atributos de produto,atributos de vinculo de produto,2,magento2.catalog_product_link_attribute_int; magento2.catalog_product_link_attribute_varchar,2
atributos de produto,atributos decimais de categoria,1,magento2.catalog_category_entity_decimal,1
atributos de produto,atributos decimais de clientes,2,magento2.customer_entity_decimal,1
atributos de produto,rotulagem de atributos,1,magento2.eav_attribute_label,1
atributos de produto,rotulos de atributos configuraveis,1,magento2.catalog_product_super_attribute_label,1
atributos de produto,traducao de atributos,1,magento2.translation,1
atributos de produto,valores de atributos de produtos vinculados,1,magento2.catalog_product_link_attribute_decimal,1
atributos de produto,valores de atributos em lojas,2,magento2.catalog_product_index_eav_tmp; magento2.eav_entity_int,2
vendas por loja,alteracoes de design por loja,1,magento2.design_change,1
vendas por loja,amostras por loja,1,magento2.downloadable_sample_title,1
vendas por loja,analise por loja,1,magento2.sales_refunded_aggregated,1
