Macrotema,Tema,Frequência,Tabelas de Origem,Qtd Tabelas
exposicao a fenois ambientais,exposicao ao tabaco,1,nhanes_laboratory.ucot_j,1
limite de deteccao,analise de limite de deteccao,2,nhanes_laboratory.pah_j; nhanes_laboratory.ssfr_j,2
limite de deteccao,analise de metabolitos de pesticidas,1,nhanes_laboratory.ssneon_j,1
limite de deteccao,"analise de substancias quimicas (ssppma, ssmmac)",1,nhanes_laboratory.ssuvcm_j,1
limite de deteccao,analise do limite de deteccao,2,nhanes_laboratory.ihgem_j; nhanes_laboratory.ssuvcm_j,2
limite de deteccao,limite de deteccao,1,nhanes_laboratory.vic_j,1
limite de deteccao,limite de deteccao de analitos,1,nhanes_laboratory.opd_j,1
limite de deteccao,limite de deteccao de glifosato,1,nhanes_laboratory.ssglyp_j,1
limite de deteccao,limite de deteccao de mercurio,1,nhanes_laboratory.uhg_j,1
limite de deteccao,limite de deteccao de produtos quimicos,2,nhanes_laboratory.pfas_j; nhanes_laboratory.sspfas_j,2
limite de deteccao,limite de deteccao ucm,1,nhanes_laboratory.ucm_j,1
resultados de teste de hepatite b,anticorpos igg para hepatite e,1,nhanes_laboratory.hepe_j,1
resultados de teste de hepatite b,anticorpos igm para hepatite e,1,nhanes_laboratory.hepe_j,1
resultados de teste de hepatite b,antigeno de superficie da hepatite b,1,nhanes_laboratory.hepb_s_j,1
resultados de teste de hepatite b,co-infeccao de hepatite b e d,1,nhanes_laboratory.hepbd_j,1
resultados de teste de hepatite b,genotipagem de hepatite c,1,nhanes_laboratory.hepc_j,1
resultados de teste de hepatite b,marcadores sorologicos de hepatite b,1,nhanes_laboratory.hepbd_j,1
resultados de teste de hepatite b,resultados de anticorpos hepatite e,1,nhanes_laboratory.hepe_j,1
resultados de teste de hepatite b,resultados de teste de hepatite b,1,nhanes_laboratory.hepb_s_j,1
resultados de teste de hepatite b,resultados de testes de hepatite c,1,nhanes_laboratory.hepc_j,1
resultados de teste de hepatite b,resultados do teste de hepatite a,1,nhanes_laboratory.hepa_j,1
resultados de teste de hepatite b,sorologia para hepatite a,1,nhanes_laboratory.hepa_j,1
resultados de teste de hepatite b,teste de anticorpos da hepatite d,1,nhanes_laboratory.hepbd_j,1
resultados de teste de hepatite b,vacinacao contra hepatite,1,nhanes_questionnaire.imq_j,1
biomonitoramento de metabolitos urinarios,biomonitoramento de metabolitos urinarios,1,nhanes_laboratory.pah_j,1
biomonitoramento de metabolitos urinarios,concentracao de fenois na urina,1,nhanes_laboratory.uphopm_j,1
biomonitoramento de metabolitos urinarios,concentracao de iodo urinario,1,nhanes_laboratory.uio_j,1
biomonitoramento de metabolitos urinarios,concentracao de metais na urina,1,nhanes_laboratory.um_j,1
biomonitoramento de metabolitos urinarios,medicao de parabenos na urina,1,nhanes_laboratory.ephpp_j,1
biomonitoramento de metabolitos urinarios,medicao de ucm na urina,1,nhanes_laboratory.ucm_j,1
biomonitoramento de metabolitos urinarios,metabolitos da nicotina na urina,1,nhanes_laboratory.ucot_j,1
biomonitoramento de metabolitos urinarios,metabolitos de ftalato na urina,1,nhanes_laboratory.phthte_j,1
biomonitoramento de metabolitos urinarios,metabolitos quimicos urinarios,1,nhanes_laboratory.uphopm_j,1
biomonitoramento de metabolitos urinarios,metabolitos urinarios de vocs,1,nhanes_laboratory.uvoc_j,1
biomonitoramento de metabolitos urinarios,taxa de fluxo urinario,1,nhanes_laboratory.ucflow_j,1
biomonitoramento de metabolitos urinarios,volume de urina,1,nhanes_laboratory.ucflow_j,1
respostas de pesquisa,dados da pesquisa nhanes,1,nhanes_laboratory.ins_j,1
respostas de pesquisa,identificacao de respondentes,1,nhanes_questionnaire.puqmec_j,1
respostas de pesquisa,identificador de respondente,4,nhanes_laboratory.ucpreg_j; nhanes_questionnaire.acq_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.heq_j,4
respostas de pesquisa,respostas de entrevistados,1,nhanes_questionnaire.paqy_j,1
respostas de pesquisa,respostas de pesquisa,1,nhanes_questionnaire.heq_j,1
respostas de pesquisa,respostas de pesquisa de saude,2,nhanes_questionnaire.cdq_j; nhanes_questionnaire.smqshs_j,2
respostas de pesquisa,respostas de pesquisa nhanes,1,nhanes_questionnaire.cbqpfa_j,1
respostas de pesquisa,respostas do questionario de renda,1,nhanes_questionnaire.inq_j,1
questionario sobre medicamentos,questionario de dermatologia,1,nhanes_questionnaire.dlq_j,1
questionario sobre medicamentos,questionario de urologia,1,nhanes_questionnaire.kiq_u_j,1
questionario sobre medicamentos,questionario ocupacional,1,nhanes_questionnaire.ocq_j,1
questionario sobre medicamentos,questionario sobre alcool,1,nhanes_questionnaire.alq_j,1
questionario sobre medicamentos,questionario sobre diabetes,1,nhanes_questionnaire.diq_j,1
questionario sobre medicamentos,questionario sobre eczema,1,nhanes_questionnaire.ecq_j,1
questionario sobre medicamentos,questionario sobre fumo,1,nhanes_questionnaire.smq_j,1
questionario sobre medicamentos,questionario sobre medicamentos,1,nhanes_questionnaire.rxqasa_j,1
questionario sobre medicamentos,questionario sobre tabagismo,3,nhanes_questionnaire.smqfam_j; nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j,3
questionario sobre medicamentos,questionario sobre uso de drogas,1,nhanes_questionnaire.duq_j,1
pressao do ouvido medio,admitancia acustica,1,nhanes_examination.auxtym_j,1
pressao do ouvido medio,avaliacao auditiva,1,nhanes_examination.aux_j,1
pressao do ouvido medio,exame do canal auditivo,1,nhanes_examination.aux_j,1
pressao do ouvido medio,leituras multiplas de pressao,1,nhanes_examination.bpx_j,1
pressao do ouvido medio,medicao de pressao arterial,2,nhanes_examination.bpx_j; nhanes_examination.bpxo_j,2
pressao do ouvido medio,medicoes em serie temporal,1,nhanes_examination.auxar_j,1
pressao do ouvido medio,monitoramento de glicemia e pressao,1,nhanes_questionnaire.diq_j,1
pressao do ouvido medio,pressao do ouvido medio,1,nhanes_examination.auxtym_j,1
pressao do ouvido medio,resultados de exame de timpanometria,1,nhanes_examination.auxtym_j,1
pressao do ouvido medio,timpanometria,1,nhanes_examination.aux_j,1
uso de tabaco,dados de actigrafia,1,nhanes_examination.lux_j,1
uso de tabaco,habitos de fumar,1,nhanes_questionnaire.smqrtu_j,1
uso de tabaco,habitos de tabagismo,1,nhanes_questionnaire.smq_j,1
uso de tabaco,indice de pobreza,1,nhanes_questionnaire.inq_j,1
uso de tabaco,marcas de cigarros,1,nhanes_questionnaire.smq_j,1
uso de tabaco,metabolitos da nicotina,1,nhanes_laboratory.cot_j,1
uso de tabaco,prevalencia de diabetes,1,nhanes_questionnaire.diq_j,1
uso de tabaco,status de pobreza familiar,1,nhanes_questionnaire.inq_j,1
uso de tabaco,uso de aspirina,1,nhanes_questionnaire.rxqasa_j,1
uso de tabaco,uso de medicamentos prescritos,1,nhanes_questionnaire.rxq_rx_j,1
uso de tabaco,uso de tabaco,1,nhanes_questionnaire.smqrtu_j,1
analise laboratorial nhanes,analise de subamostra laboratorial,1,nhanes_laboratory.ssglyp_j,1
analise laboratorial nhanes,analise laboratorial de iodo,1,nhanes_laboratory.uio_j,1
analise laboratorial nhanes,analise laboratorial de vic,1,nhanes_laboratory.vic_j,1
analise laboratorial nhanes,analise laboratorial nhanes,1,nhanes_laboratory.ethox_j,1
analise laboratorial nhanes,analise laboratorial por espectrometria,1,nhanes_laboratory.vid_j,1
analise laboratorial nhanes,dados laboratoriais nhanes,4,nhanes_laboratory.hepa_j; nhanes_laboratory.hepb_s_j; nhanes_laboratory.hepc_j; nhanes_laboratory.ssagp_j,4
analise laboratorial nhanes,resultados de laboratorio nhanes,1,nhanes_laboratory.cmv_j,1
analise de urina,analise da funcao renal,1,nhanes_laboratory.biopro_j,1
analise de urina,analise de arsenico na urina,1,nhanes_laboratory.uas_j,1
analise de urina,analise de biomarcadores urinarios,1,nhanes_laboratory.pernt_j,1
analise de urina,analise de metabolitos urinarios,1,nhanes_laboratory.opd_j,1
analise de urina,analise de urina,1,nhanes_laboratory.fr_j,1
analise de urina,analise de urofluxometria,1,nhanes_laboratory.ucflow_j,1
analise de urina,analise laboratorial de urina,3,nhanes_laboratory.phthte_j; nhanes_laboratory.um_j; nhanes_laboratory.uni_j,3
analise de vitaminas e minerais,analise de biomarcadores sericos,1,nhanes_laboratory.ssagp_j,1
analise de vitaminas e minerais,analise de nutrientes especificos,1,nhanes_dietary.ds2tot_j,1
analise de vitaminas e minerais,analise de oligoelementos,1,nhanes_laboratory.pbcd_j,1
analise de vitaminas e minerais,analise de sangue,1,nhanes_laboratory.vocwb_j,1
analise de vitaminas e minerais,analise de vitaminas a e e,1,nhanes_laboratory.vitaec_j,1
analise de vitaminas e minerais,analise de vitaminas e minerais,1,nhanes_dietary.ds1tot_j,1
analise de vitaminas e minerais,analise hematologica,1,nhanes_laboratory.cbc_j,1
analise de vitaminas e minerais,analise laboratorial de folato,1,nhanes_laboratory.folate_j,1
analise de vitaminas e minerais,analise laboratorial de hs-crp,1,nhanes_laboratory.hscrp_j,1
niveis de transferrina,analise de ferritina serica,1,nhanes_laboratory.fertin_j,1
niveis de transferrina,capacidade de ligacao do ferro,1,nhanes_laboratory.fetib_j,1
niveis de transferrina,medicao de transferrina (si),1,nhanes_laboratory.tfr_j,1
niveis de transferrina,metabolismo do ferro,1,nhanes_laboratory.fetib_j,1
niveis de transferrina,niveis de ferritina,1,nhanes_laboratory.fertin_j,1
niveis de transferrina,niveis de transferrina,1,nhanes_laboratory.tfr_j,1
niveis de transferrina,resultados laboratoriais de ferritina,1,nhanes_laboratory.fertin_j,1
niveis de transferrina,resultados laboratoriais de transferrina,1,nhanes_laboratory.tfr_j,1
niveis de transferrina,saturacao de transferrina,1,nhanes_laboratory.fetib_j,1
recomendacoes de saude bucal,caries e restauracoes dentarias,1,nhanes_examination.ohxden_j,1
recomendacoes de saude bucal,cobertura de seguro saude,1,nhanes_questionnaire.hiq_j,1
recomendacoes de saude bucal,condicao dentaria por dente,1,nhanes_examination.ohxden_j,1
recomendacoes de saude bucal,frequencia de habitos bucais,1,nhanes_questionnaire.ohq_j,1
recomendacoes de saude bucal,motivos de encaminhamento odontologico,1,nhanes_examination.ohxref_j,1
recomendacoes de saude bucal,prevalencia de doencas,1,nhanes_questionnaire.mcq_j,1
recomendacoes de saude bucal,recomendacoes de saude bucal,1,nhanes_examination.ohxref_j,1
recomendacoes de saude bucal,saude mental,1,nhanes_questionnaire.dpq_j,1
recomendacoes de saude bucal,tipos de plano de saude,1,nhanes_questionnaire.hiq_j,1
resultados de exames laboratoriais,exames laboratoriais,2,nhanes_laboratory.tchol_j; nhanes_laboratory.vocwb_j,2
resultados de exames laboratoriais,exames laboratoriais de metais,1,nhanes_laboratory.pbcd_j,1
resultados de exames laboratoriais,medicoes laboratoriais de subamostra,1,nhanes_laboratory.ssfr_j,1
resultados de exames laboratoriais,resultados de exames laboratoriais,3,nhanes_laboratory.crco_j; nhanes_laboratory.fr_j; nhanes_laboratory.ins_j,3
resultados de exames laboratoriais,resultados de teste de gravidez,1,nhanes_laboratory.ucpreg_j,1
resultados de exames laboratoriais,resultados laboratoriais por participante,1,nhanes_laboratory.ihgem_j,1
questionario de saude,questionario de imunizacao,1,nhanes_questionnaire.imq_j,1
questionario de saude,questionario de saude,3,nhanes_questionnaire.heq_j; nhanes_questionnaire.hsq_j; nhanes_questionnaire.vtq_j,3
questionario de saude,questionario de saude bucal,1,nhanes_questionnaire.ohq_j,1
questionario de saude,questionario de saude do paciente,1,nhanes_laboratory.fastqx_j,1
questionario de saude,questionario de saude reprodutiva,1,nhanes_questionnaire.rhq_j,1
questionario de saude,questionario de seguro saude,1,nhanes_questionnaire.hiq_j,1
questionario de saude,questionario sobre moradia,1,nhanes_questionnaire.hoq_j,1
percepcao do estado de saude,acesso a cuidados de saude,1,nhanes_questionnaire.huq_j,1
percepcao do estado de saude,avaliacao da saude bucal,1,nhanes_examination.ohxden_j,1
percepcao do estado de saude,categorias de dados de saude,1,nhanes_admin.load_catalog,1
percepcao do estado de saude,estado geral de saude,1,nhanes_questionnaire.hsq_j,1
percepcao do estado de saude,historico de saude,1,nhanes_questionnaire.hsq_j,1
percepcao do estado de saude,percepcao da saude bucal,1,nhanes_questionnaire.ohq_j,1
percepcao do estado de saude,percepcao do estado de saude,1,nhanes_questionnaire.huq_j,1
percepcao do estado de saude,utilizacao de servicos de saude,1,nhanes_questionnaire.huq_j,1
condicoes medicas,condicoes medicas,1,nhanes_questionnaire.ecq_j,1
condicoes medicas,condicoes renais,1,nhanes_questionnaire.kiq_u_j,1
condicoes medicas,limitacoes de atividade,1,nhanes_questionnaire.pfq_j,1
condicoes medicas,qualidade de vida,1,nhanes_questionnaire.dlq_j,1
condicoes medicas,renda e pobreza familiar,1,nhanes_demographics.demo_j,1
condicoes medicas,sintomas de depressao,1,nhanes_questionnaire.dpq_j,1
condicoes medicas,sintomas e condicoes,1,nhanes_questionnaire.vtq_j,1
condicoes medicas,tratamento de doencas cronicas,1,nhanes_questionnaire.rxq_rx_j,1
densidade mineral ossea,conteudo mineral osseo lombar,1,nhanes_examination.dxxspn_j,1
densidade mineral ossea,densidade mineral ossea,1,nhanes_examination.dxx_j,1
densidade mineral ossea,densidade mineral ossea da coluna,1,nhanes_examination.dxxspn_j,1
densidade mineral ossea,distribuicao de gordura androide/ginoide,1,nhanes_examination.dxxag_j,1
densidade mineral ossea,fatores de risco de osteoporose,1,nhanes_questionnaire.osq_j,1
densidade mineral ossea,medidas antropometricas,1,nhanes_examination.bmx_j,1
densidade mineral ossea,medidas da area ossea,1,nhanes_examination.dxxfem_j,1
densidade mineral ossea,medidas de gordura corporal,1,nhanes_examination.dxx_j,1
niveis de nitrato na urina,niveis de albumina urinaria,1,nhanes_laboratory.alb_cr_j,1
niveis de nitrato na urina,niveis de arsenico na urina,1,nhanes_laboratory.utas_j,1
niveis de nitrato na urina,niveis de bisfenol na urina,1,nhanes_laboratory.ephpp_j,1
niveis de nitrato na urina,niveis de cotinina urinaria,1,nhanes_laboratory.ucot_j,1
niveis de nitrato na urina,niveis de creatinina urinaria,1,nhanes_laboratory.alb_cr_j,1
niveis de nitrato na urina,niveis de iodo urinario,1,nhanes_laboratory.uni_j,1
niveis de nitrato na urina,niveis de mercurio na urina,1,nhanes_laboratory.uhg_j,1
niveis de nitrato na urina,niveis de nitrato na urina,1,nhanes_laboratory.pernt_j,1
frequencia de consumo alimentar,frequencia de consumo alimentar,1,nhanes_questionnaire.dbq_j,1
frequencia de consumo alimentar,frequencia de consumo de bebidas,1,nhanes_questionnaire.alq_j,1
frequencia de consumo alimentar,frequencia de uso de substancias,1,nhanes_questionnaire.duq_j,1
frequencia de consumo alimentar,frequencia de uso de vitaminas,1,nhanes_dietary.dsqids_j,1
frequencia de consumo alimentar,horario de consumo,1,nhanes_laboratory.fastqx_j,1
frequencia de consumo alimentar,padroes de consumo alimentar,2,nhanes_dietary.dr1iff_j; nhanes_questionnaire.cbqpfc_j,2
questionario de atividade fisica,questionario de atividade fisica,2,nhanes_questionnaire.paq_j; nhanes_questionnaire.paqy_j,2
questionario de atividade fisica,questionario de funcionamento fisico,1,nhanes_questionnaire.pfq_j,1
questionario de atividade fisica,questionario de historico de peso,1,nhanes_questionnaire.whqmec_j,1
questionario de atividade fisica,questionario de osteoporose,1,nhanes_questionnaire.osq_j,1
questionario de atividade fisica,questionario de peso e altura,1,nhanes_questionnaire.whq_j,1
questionario de atividade fisica,questionario de pressao arterial,1,nhanes_questionnaire.bpq_j,1
respostas de questionario,questionario de comportamento do consumidor,3,nhanes_questionnaire.cbq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j,3
respostas de questionario,respostas de questionario,4,nhanes_questionnaire.acq_j; nhanes_questionnaire.cbq_j; nhanes_questionnaire.deq_j; nhanes_questionnaire.puqmec_j,4
composicao corporal,analise de composicao corporal,2,nhanes_examination.auxwbr_j; nhanes_examination.dxxag_j,2
composicao corporal,composicao corporal,2,nhanes_examination.bmx_j; nhanes_examination.dxx_j,2
composicao corporal,composicao mineral do femur,1,nhanes_examination.dxxfem_j,1
composicao corporal,quantificacao de tecido adiposo,1,nhanes_examination.dxxag_j,1
biomonitoramento de arsenico,biomarcadores de exposicao quimica,1,nhanes_laboratory.ssuvoc_j,1
biomonitoramento de arsenico,biomonitoramento de arsenico,1,nhanes_laboratory.utas_j,1
biomonitoramento de arsenico,biomonitoramento de inseticidas,1,nhanes_laboratory.ssneon_j,1
biomonitoramento de arsenico,compostos organicos volateis,1,nhanes_laboratory.vocwb_j,1
biomonitoramento de arsenico,concentracoes de quimicos,1,nhanes_laboratory.fr_j,1
biomonitoramento de arsenico,especiacao de arsenico,1,nhanes_laboratory.uas_j,1
duracao do emprego,caracteristicas do domicilio,1,nhanes_questionnaire.hoq_j,1
duracao do emprego,carga horaria de trabalho,1,nhanes_questionnaire.ocq_j,1
duracao do emprego,duracao do emprego,1,nhanes_questionnaire.ocq_j,1
duracao do emprego,idade de inicio do uso,1,nhanes_questionnaire.duq_j,1
duracao do emprego,idade em eventos reprodutivos,1,nhanes_questionnaire.rhq_j,1
duracao do emprego,impacto de condicoes de pele,1,nhanes_questionnaire.dlq_j,1
colesterol total,colesterol ldl,1,nhanes_laboratory.trigly_j,1
colesterol total,colesterol total,1,nhanes_laboratory.tchol_j,1
colesterol total,hemograma completo,1,nhanes_laboratory.cbc_j,1
colesterol total,lipoproteina de alta densidade,1,nhanes_laboratory.hdl_j,1
colesterol total,prevalencia de hiv,1,nhanes_laboratory.hiv_j,1
colesterol total,proteina c-reativa de alta sensibilidade,1,nhanes_laboratory.hscrp_j,1
controle glicemico,controle glicemico,1,nhanes_laboratory.ghb_j,1
controle glicemico,medicao de tocoferois,1,nhanes_laboratory.vitaec_j,1
controle glicemico,metabolismo da glicose,1,nhanes_laboratory.glu_j,1
controle glicemico,perfil bioquimico do sangue,1,nhanes_laboratory.biopro_j,1
controle glicemico,tratamento de colesterol,1,nhanes_questionnaire.bpq_j,1
controle glicemico,triagem de diabetes,1,nhanes_laboratory.ghb_j,1
duracao do sono,duracao de atividades fisicas,1,nhanes_questionnaire.paq_j,1
duracao do sono,duracao do jejum,1,nhanes_laboratory.fastqx_j,1
duracao do sono,duracao do sono,1,nhanes_questionnaire.slq_j,1
duracao do sono,padroes de sono,1,nhanes_questionnaire.slq_j,1
duracao do sono,polifarmacia e duracao do tratamento,1,nhanes_questionnaire.rxq_rx_j,1
duracao do sono,tempo de atividade diaria,1,nhanes_questionnaire.deq_j,1
niveis de hemoglobina glicada,indices de globulos vermelhos e brancos,1,nhanes_laboratory.cbc_j,1
niveis de hemoglobina glicada,niveis de glicose no plasma,1,nhanes_laboratory.glu_j,1
niveis de hemoglobina glicada,niveis de globulina ligadora de hormonios sexuais,1,nhanes_laboratory.sstst_j,1
niveis de hemoglobina glicada,niveis de hemoglobina glicada,1,nhanes_laboratory.ghb_j,1
niveis de hemoglobina glicada,niveis de insulina,1,nhanes_laboratory.ins_j,1
niveis de hemoglobina glicada,niveis de triglicerideos,1,nhanes_laboratory.trigly_j,1
niveis de cobalto no sangue,niveis de carotenoides,1,nhanes_laboratory.vitaec_j,1
niveis de cobalto no sangue,niveis de cobalto no sangue,1,nhanes_laboratory.crco_j,1
niveis de cobalto no sangue,niveis de concentracao de biomarcadores,1,nhanes_laboratory.ssfr_j,1
niveis de cobalto no sangue,niveis de etoxiacetato,1,nhanes_laboratory.ethox_j,1
niveis de cobalto no sangue,niveis de folato,1,nhanes_laboratory.folate_j,1
niveis de cobalto no sangue,niveis de metais pesados no sangue,1,nhanes_laboratory.pbcd_j,1
questionario de condicoes medicas,questionario de audiometria,1,nhanes_questionnaire.auq_j,1
questionario de condicoes medicas,questionario de condicoes medicas,1,nhanes_questionnaire.mcq_j,1
questionario de condicoes medicas,questionario de deficiencia,1,nhanes_questionnaire.deq_j,1
questionario de condicoes medicas,questionario de depressao,1,nhanes_questionnaire.dpq_j,1
questionario de condicoes medicas,questionario de doenca cardiovascular,1,nhanes_questionnaire.cdq_j,1
questionario de condicoes medicas,questionario de sono,1,nhanes_questionnaire.slq_j,1
metadados da pesquisa nhanes,catalogo de dados de pesquisa,1,nhanes_admin.load_catalog,1
metadados da pesquisa nhanes,dados de aculturacao,1,nhanes_questionnaire.acq_j,1
metadados da pesquisa nhanes,metadados da pesquisa nhanes,1,nhanes_admin.load_catalog,1
metadados da pesquisa nhanes,metodologia da pesquisa,1,nhanes_demographics.demo_j,1
metadados da pesquisa nhanes,pesquisa de saude (nhanes),1,nhanes_questionnaire.paqy_j,1
analise de dieta,analise de composicao de alimentos,1,nhanes_dietary.dr1iff_j,1
analise de dieta,analise de dieta,1,nhanes_dietary.dr2iff_j,1
analise de dieta,analise de macronutrientes,2,nhanes_dietary.dr1tot_j; nhanes_dietary.dr2tot_j,2
analise de consumo,analise de consumo,1,nhanes_questionnaire.cbq_j,1
analise de consumo,dados de inquerito nutricional,1,nhanes_questionnaire.fsq_j,1
analise de consumo,inseguranca alimentar domiciliar,1,nhanes_questionnaire.fsq_j,1
analise de consumo,padroes de consumo de alcool,1,nhanes_questionnaire.alq_j,1
historico de peso,historico de fraturas osseas,1,nhanes_questionnaire.osq_j,1
historico de peso,historico de gravidez,1,nhanes_questionnaire.rhq_j,1
historico de peso,historico de peso,1,nhanes_questionnaire.ecq_j,1
historico de peso,historico de peso corporal,1,nhanes_questionnaire.whq_j,1
niveis de colesterol,niveis de colesterol,1,nhanes_laboratory.tchol_j,1
niveis de colesterol,niveis de colesterol hdl,1,nhanes_laboratory.hdl_j,1
niveis de colesterol,niveis de vitamina c,1,nhanes_laboratory.vic_j,1
niveis de colesterol,niveis de vitamina d,1,nhanes_laboratory.vid_j,1
niveis de cotinina serica,niveis de cotinina serica,1,nhanes_laboratory.cot_j,1
niveis de cotinina serica,niveis de creatinina no sangue,1,nhanes_laboratory.crco_j,1
niveis de cotinina serica,niveis de glifosato,1,nhanes_laboratory.ssglyp_j,1
niveis de cotinina serica,niveis de hidroxicotinina serica,1,nhanes_laboratory.cot_j,1
questionario de comportamento alimentar,questionario de comportamento alimentar,3,nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.dbq_j,3
questionario de comportamento alimentar,questionario de seguranca alimentar,1,nhanes_questionnaire.fsq_j,1
analise de varredura dxa,analise da densitometria ossea,1,nhanes_examination.dxxfem_j,1
analise de varredura dxa,analise de varredura dxa,1,nhanes_examination.dxxspn_j,1
analise de varredura dxa,medidas de absorciometria,1,nhanes_examination.auxwbr_j,1
medicao de compostos organicos,analise de compostos organicos,1,nhanes_laboratory.uvoc_j,1
medicao de compostos organicos,concentracao de substancias pfas,1,nhanes_laboratory.pfas_j,1
medicao de compostos organicos,medicao de compostos organicos,1,nhanes_laboratory.ssuvoc_j,1
idade de diagnostico,analise de medicoes rfx,1,nhanes_examination.auxar_j,1
idade de diagnostico,idade de diagnostico,1,nhanes_questionnaire.mcq_j,1
idade de diagnostico,status do exame odontologico,1,nhanes_examination.ohxref_j,1
composicao de vitaminas e minerais,composicao de alimentos,1,nhanes_dietary.dr2iff_j,1
composicao de vitaminas e minerais,composicao de vitaminas e minerais,1,nhanes_dietary.ds2ids_j,1
composicao de vitaminas e minerais,medicao de vitamina d2 e d3,1,nhanes_laboratory.vid_j,1
testes de hiv,diagnostico laboratorial de hiv,1,nhanes_laboratory.hiv_j,1
testes de hiv,testes de hiv,1,nhanes_laboratory.hiv_j,1
testes de hiv,testes para citomegalovirus (cmv),1,nhanes_laboratory.cmv_j,1
exposicao a ruido,exposicao a ruido,1,nhanes_questionnaire.auq_j,1
exposicao a ruido,exposicao a ucm,1,nhanes_laboratory.ucm_j,1
exposicao a ruido,tabagismo no domicilio,1,nhanes_questionnaire.smqfam_j,1
metabolitos de cisteina,folato eritrocitario,1,nhanes_laboratory.folate_j,1
metabolitos de cisteina,metabolitos de arsenico,1,nhanes_laboratory.uas_j,1
metabolitos de cisteina,metabolitos de cisteina,1,nhanes_laboratory.ssuvoc_j,1
analise de glicemia,analise de glicemia,1,nhanes_laboratory.glu_j,1
analise de glicemia,analise de hormonios sexuais,1,nhanes_laboratory.sstst_j,1
dados de varredura dxa,analise de pulso,1,nhanes_examination.bpx_j,1
dados de varredura dxa,dados de varredura dxa,1,nhanes_examination.auxwbr_j,1
medicao de pfas no soro,analise laboratorial de pfas,1,nhanes_laboratory.pfas_j,1
medicao de pfas no soro,medicao de pfas no soro,1,nhanes_laboratory.sspfas_j,1
