Tipo,Tabela,ModelA,RunA,ModelB,RunB,HardDice,SoftDice,TemaA,TemaB,Similarity
INTRA,nhanes_dietary.dr2iff_j,DEEPSEEK,1,DEEPSEEK,3,1.0,0.9999993840853373,consumo alimentar,consumo alimentar,0.9999990463256836
INTRA,nhanes_dietary.dr2iff_j,DEEPSEEK,1,DEEPSEEK,3,1.0,0.9999993840853373,dieta recordatoria,dieta recordatoria,0.999999463558197
INTRA,nhanes_dietary.dr2iff_j,DEEPSEEK,1,DEEPSEEK,3,1.0,0.9999993840853373,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2iff_j,DEEPSEEK,2,DEEPSEEK,3,1.0,0.9999993840853373,consumo alimentar,consumo alimentar,0.9999990463256836
INTRA,nhanes_dietary.dr2iff_j,DEEPSEEK,2,DEEPSEEK,3,1.0,0.9999993840853373,dieta recordatoria,dieta recordatoria,0.999999463558197
INTRA,nhanes_dietary.dr2iff_j,DEEPSEEK,2,DEEPSEEK,3,1.0,0.9999993840853373,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2iff_j,MISTRAL,1,MISTRAL,2,0.3333333333333333,0.5850901007652283,composicao de refeicoes,peso dietetico,0.3912605941295624
INTRA,nhanes_dietary.dr2iff_j,MISTRAL,1,MISTRAL,2,0.3333333333333333,0.5850901007652283,consumo diario de nutrientes,consumo diario de nutrientes,0.9999994039535522
INTRA,nhanes_dietary.dr2iff_j,MISTRAL,1,MISTRAL,2,0.3333333333333333,0.5850901007652283,ingestao de vitaminas,ingestao de alimentos,0.7552708983421326
INTRA,nhanes_dietary.dr2iff_j,MISTRAL,1,MISTRAL,3,0.6666666666666666,0.9384182294209799,composicao de refeicoes,composicao de refeicoes,0.9999990463256836
INTRA,nhanes_dietary.dr2iff_j,MISTRAL,1,MISTRAL,3,0.6666666666666666,0.9384182294209799,consumo diario de nutrientes,consumo nutricional diario,0.8152565956115723
INTRA,nhanes_dietary.dr2iff_j,MISTRAL,1,MISTRAL,3,0.6666666666666666,0.9384182294209799,ingestao de vitaminas,ingestao de vitaminas,0.9999990463256836
INTRA,nhanes_dietary.dr2iff_j,MISTRAL,2,MISTRAL,3,0.0,0.523509164651235,consumo diario de nutrientes,consumo nutricional diario,0.8152565956115723
INTRA,nhanes_dietary.dr2iff_j,MISTRAL,2,MISTRAL,3,0.0,0.523509164651235,ingestao de alimentos,ingestao de vitaminas,0.7552708983421326
INTRA,nhanes_dietary.dr2iff_j,MISTRAL,2,MISTRAL,3,0.0,0.523509164651235,peso dietetico,composicao de refeicoes,0.3912605941295624
INTRA,nhanes_dietary.dr2iff_j,OPENAI,1,OPENAI,2,0.6666666666666666,0.8799065351486206,dieta,dados dieteticos,0.6397202610969543
INTRA,nhanes_dietary.dr2iff_j,OPENAI,1,OPENAI,2,0.6666666666666666,0.8799065351486206,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2iff_j,OPENAI,1,OPENAI,2,0.6666666666666666,0.8799065351486206,nutricao,nutricao,0.9999997019767761
INTRA,nhanes_dietary.dr2iff_j,OPENAI,1,OPENAI,3,1.0,0.9999995827674866,dieta,dieta,0.9999994039535522
INTRA,nhanes_dietary.dr2iff_j,OPENAI,1,OPENAI,3,1.0,0.9999995827674866,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2iff_j,OPENAI,1,OPENAI,3,1.0,0.9999995827674866,nutricao,nutricao,0.9999997019767761
INTRA,nhanes_dietary.dr2iff_j,OPENAI,2,OPENAI,3,0.6666666666666666,0.8799065351486206,dados dieteticos,dieta,0.6397202610969543
INTRA,nhanes_dietary.dr2iff_j,OPENAI,2,OPENAI,3,0.6666666666666666,0.8799065351486206,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2iff_j,OPENAI,2,OPENAI,3,0.6666666666666666,0.8799065351486206,nutricao,nutricao,0.9999997019767761
INTRA,nhanes_dietary.dr2tot_j,DEEPSEEK,1,DEEPSEEK,2,1.0,0.9999992847442627,consumo alimentar,consumo alimentar,0.9999990463256836
INTRA,nhanes_dietary.dr2tot_j,DEEPSEEK,1,DEEPSEEK,2,1.0,0.9999992847442627,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2tot_j,DEEPSEEK,1,DEEPSEEK,2,1.0,0.9999992847442627,pesquisa dietetica,pesquisa dietetica,0.9999991655349731
INTRA,nhanes_dietary.dr2tot_j,DEEPSEEK,1,DEEPSEEK,3,0.6666666666666666,0.8919804692268372,consumo alimentar,consumo alimentar,0.9999990463256836
INTRA,nhanes_dietary.dr2tot_j,DEEPSEEK,1,DEEPSEEK,3,0.6666666666666666,0.8919804692268372,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2tot_j,DEEPSEEK,1,DEEPSEEK,3,0.6666666666666666,0.8919804692268372,pesquisa dietetica,pesos amostrais dieteticos,0.6759427189826965
INTRA,nhanes_dietary.dr2tot_j,DEEPSEEK,2,DEEPSEEK,3,0.6666666666666666,0.8919804692268372,consumo alimentar,consumo alimentar,0.9999990463256836
INTRA,nhanes_dietary.dr2tot_j,DEEPSEEK,2,DEEPSEEK,3,0.6666666666666666,0.8919804692268372,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2tot_j,DEEPSEEK,2,DEEPSEEK,3,0.6666666666666666,0.8919804692268372,pesquisa dietetica,pesos amostrais dieteticos,0.6759427189826965
INTRA,nhanes_dietary.dr2tot_j,MISTRAL,1,MISTRAL,2,1.0,0.9999993046124777,composicao de macronutrientes,composicao de macronutrientes,0.999999463558197
INTRA,nhanes_dietary.dr2tot_j,MISTRAL,1,MISTRAL,2,1.0,0.9999993046124777,consumo nutricional diario,consumo nutricional diario,0.9999994039535522
INTRA,nhanes_dietary.dr2tot_j,MISTRAL,1,MISTRAL,2,1.0,0.9999993046124777,ingestao calorica total,ingestao calorica total,0.9999990463256836
INTRA,nhanes_dietary.dr2tot_j,MISTRAL,1,MISTRAL,3,1.0,0.9999993046124777,composicao de macronutrientes,composicao de macronutrientes,0.999999463558197
INTRA,nhanes_dietary.dr2tot_j,MISTRAL,1,MISTRAL,3,1.0,0.9999993046124777,consumo nutricional diario,consumo nutricional diario,0.9999994039535522
INTRA,nhanes_dietary.dr2tot_j,MISTRAL,1,MISTRAL,3,1.0,0.9999993046124777,ingestao calorica total,ingestao calorica total,0.9999990463256836
INTRA,nhanes_dietary.dr2tot_j,MISTRAL,2,MISTRAL,3,1.0,0.9999993046124777,composicao de macronutrientes,composicao de macronutrientes,0.999999463558197
INTRA,nhanes_dietary.dr2tot_j,MISTRAL,2,MISTRAL,3,1.0,0.9999993046124777,consumo nutricional diario,consumo nutricional diario,0.9999994039535522
INTRA,nhanes_dietary.dr2tot_j,MISTRAL,2,MISTRAL,3,1.0,0.9999993046124777,ingestao calorica total,ingestao calorica total,0.9999990463256836
INTRA,nhanes_dietary.dr2tot_j,OPENAI,1,OPENAI,2,1.0,0.9999996225039164,dados dieteticos,dados dieteticos,0.9999995231628418
INTRA,nhanes_dietary.dr2tot_j,OPENAI,1,OPENAI,2,1.0,0.9999996225039164,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2tot_j,OPENAI,1,OPENAI,2,1.0,0.9999996225039164,nutricao,nutricao,0.9999997019767761
INTRA,nhanes_dietary.dr2tot_j,OPENAI,1,OPENAI,3,1.0,0.9999996225039164,dados dieteticos,dados dieteticos,0.9999995231628418
INTRA,nhanes_dietary.dr2tot_j,OPENAI,1,OPENAI,3,1.0,0.9999996225039164,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2tot_j,OPENAI,1,OPENAI,3,1.0,0.9999996225039164,nutricao,nutricao,0.9999997019767761
INTRA,nhanes_dietary.dr2tot_j,OPENAI,2,OPENAI,3,1.0,0.9999996225039164,dados dieteticos,dados dieteticos,0.9999995231628418
INTRA,nhanes_dietary.dr2tot_j,OPENAI,2,OPENAI,3,1.0,0.9999996225039164,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.dr2tot_j,OPENAI,2,OPENAI,3,1.0,0.9999996225039164,nutricao,nutricao,0.9999997019767761
INTRA,nhanes_dietary.ds1ids_j,DEEPSEEK,1,DEEPSEEK,2,1.0,0.9999994039535522,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.ds1ids_j,DEEPSEEK,1,DEEPSEEK,2,1.0,0.9999994039535522,pesquisa dietetica nhanes,pesquisa dietetica nhanes,0.9999992847442627
INTRA,nhanes_dietary.ds1ids_j,DEEPSEEK,1,DEEPSEEK,2,1.0,0.9999994039535522,suplementos dieteticos,suplementos dieteticos,0.9999992847442627
INTRA,nhanes_dietary.ds1ids_j,DEEPSEEK,1,DEEPSEEK,3,1.0,0.9999994039535522,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.ds1ids_j,DEEPSEEK,1,DEEPSEEK,3,1.0,0.9999994039535522,pesquisa dietetica nhanes,pesquisa dietetica nhanes,0.9999992847442627
INTRA,nhanes_dietary.ds1ids_j,DEEPSEEK,1,DEEPSEEK,3,1.0,0.9999994039535522,suplementos dieteticos,suplementos dieteticos,0.9999992847442627
INTRA,nhanes_dietary.ds1ids_j,DEEPSEEK,2,DEEPSEEK,3,1.0,0.9999994039535522,ingestao de nutrientes,ingestao de nutrientes,0.9999996423721313
INTRA,nhanes_dietary.ds1ids_j,DEEPSEEK,2,DEEPSEEK,3,1.0,0.9999994039535522,pesquisa dietetica nhanes,pesquisa dietetica nhanes,0.9999992847442627
INTRA,nhanes_dietary.ds1ids_j,DEEPSEEK,2,DEEPSEEK,3,1.0,0.9999994039535522,suplementos dieteticos,suplementos dieteticos,0.9999992847442627
INTRA,nhanes_dietary.ds1ids_j,MISTRAL,1,MISTRAL,2,1.0,0.9999991854031881,ingestao nutricional diaria,ingestao nutricional diaria,0.9999991059303284
INTRA,nhanes_dietary.ds1ids_j,MISTRAL,1,MISTRAL,2,1.0,0.9999991854031881,peso amostral,peso amostral,0.9999991655349731
INTRA,nhanes_dietary.ds1ids_j,MISTRAL,1,MISTRAL,2,1.0,0.9999991854031881,suplementos dieteticos,suplementos dieteticos,0.9999992847442627
INTRA,nhanes_dietary.ds1ids_j,MISTRAL,1,MISTRAL,3,1.0,0.9999991854031881,ingestao nutricional diaria,ingestao nutricional diaria,0.9999991059303284
INTRA,nhanes_dietary.ds1ids_j,MISTRAL,1,MISTRAL,3,1.0,0.9999991854031881,peso amostral,peso amostral,0.9999991655349731
INTRA,nhanes_dietary.ds1ids_j,MISTRAL,1,MISTRAL,3,1.0,0.9999991854031881,suplementos dieteticos,suplementos dieteticos,0.9999992847442627
